,city,streets,rooms,size,floor,date_builded,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
94,פתח תקווה,בורוכוב 8,3,664.0,100.0,0,none,none,none,none,none,none,none,none,none,1250000,1332500,none,none,none
95,פתח תקווה,בורוכוב 9,3,677.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1300000,1818000,none
96,פתח תקווה,ביאליק,3,75.0,2.0,2014,none,none,none,none,none,"1,310,000",none,none,none,none,none,none,none,none
97,פתח תקווה,ביאליק 10,3,663.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1480000,none,none
98,פתח תקווה,ביאליק 11,3,648.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1270000,none,1880000,none
99,פתח תקווה,ביאליק 15,3,64.0,,1970,none,none,none,none,none,none,none,"1,200,000",none,none,none,none,none,none
100,פתח תקווה,ביאליק 18,3,664.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1515000,1600000,none
101,פתח תקווה,ביאליק 2,3,654.0,2.0,1970,none,none,none,none,"1,035,000",none,none,none,none,1410000,1805000,1726250,1817666,none
102,פתח תקווה,ביאליק 21,3,666.0,3.0,1987,"1,005,000",none,none,none,none,none,none,none,1500000,none,none,none,none,none
103,פתח תקווה,ביאליק 27,3,63.0,2.0,1963,"790,000",none,none,none,none,none,none,none,none,none,none,none,none,none
104,פתח תקווה,ביאליק 28,3,666.0,100.0,0,"785,000",none,none,none,none,none,none,none,none,none,none,1570000,1565000,none
105,פתח תקווה,ביאליק 30,3,66.0,,1970,"785,000",none,none,none,none,none,none,none,none,none,none,none,none,none
106,פתח תקווה,ביאליק 32,3,89.0,1.0,1985,none,none,none,none,"1,340,000",none,"1,400,000",none,none,none,none,none,none,none
107,פתח תקווה,ביאליק 37,3,75.0,5.0,1999,none,none,"830,000",none,none,none,none,none,none,none,none,none,none,none
108,פתח תקווה,ביאליק 53,3,68.0,2.0,1960,none,none,none,none,none,"1,140,000",none,none,none,none,none,none,none,none
109,פתח תקווה,ביאליק 6,3,56.0,1.0,1971,none,none,none,"1,000,000",none,none,none,none,none,none,none,none,none,none
110,פתח תקווה,ביאליק 8,3,650.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1300000,1725000,1870000
111,פתח תקווה,ביאליק 9,3,660.0,100.0,0,none,none,none,none,none,none,none,none,none,1165000,none,1337500,2100000,none
112,פתח תקווה,בילו 11,3,668.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1550000,none,none
113,פתח תקווה,בילו 13,3,668.0,100.0,0,"900,000",none,none,none,none,none,none,none,none,none,1320000,none,none,none
114,פתח תקווה,בילו 14,3,75.0,3.0,1952,none,none,none,"975,000",none,none,none,none,none,none,none,none,none,none
115,פתח תקווה,בילו 15,3,665.0,100.0,0,none,none,none,none,"1,300,000",none,none,none,none,none,none,none,1703000,none
116,פתח תקווה,בילו 18,3,672.0,100.0,0,none,none,none,none,none,none,none,none,none,1750000,1380000,none,none,none
117,פתח תקווה,בילו 19,3,674.0,100.0,0,none,none,none,none,none,none,none,none,1500000,none,none,none,none,none
118,פתח תקווה,בילו 23,3,665.0,100.0,0,none,none,none,"1,040,000",none,none,none,none,none,1327000,1390000,none,none,none
119,פתח תקווה,בילו 4,3,91.0,3.0,1960,none,none,none,none,none,"1,000,000",none,none,none,none,none,none,none,none
120,פתח תקווה,בילו 6,3,669.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1280000,none,none,none
121,פתח תקווה,בילו 7,3,69.0,2.0,1967,none,"1,000,000",none,none,none,none,none,none,none,none,none,none,none,none
122,פתח תקווה,בילו 8,3,669.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1510000,328000,none,none
123,פתח תקווה,בילו 9,3,669.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1365000,1530000,none,none
124,פתח תקווה,ביליס 10,3,75.0,2.0,1970,none,none,none,none,"850,000","860,000",none,none,none,none,none,none,none,none
125,פתח תקווה,ביליס 12,3,59.0,2.0,1995,"815,000",none,none,none,none,none,none,none,none,none,none,none,none,none
126,פתח תקווה,ביליס 16,3,680.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1520000,none,none
127,פתח תקווה,ביליס 2,3,657.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1330000,none,none,none
128,פתח תקווה,ביליס 20,3,55.0,2.0,1970,none,none,none,none,none,none,none,none,1150000,none,none,none,none,none
129,פתח תקווה,בלפור 11,3,671.0,100.0,0,none,none,none,none,none,"1,057,800",none,none,none,none,1540000,none,none,none
130,פתח תקווה,בלפור 12,3,676.0,100.0,0,none,none,none,none,none,"1,370,000",none,none,1585000,none,none,none,none,none
131,פתח תקווה,בלפור 13,3,674.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,670000,2600000,none
132,פתח תקווה,בלפור 17,3,675.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,2150000,none
133,פתח תקווה,בלפור 19,3,659.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1350000,none,none
134,פתח תקווה,בלפור 20,3,653.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,1700000,none
135,פתח תקווה,בלפור 21,3,659.0,100.0,0,none,none,none,none,none,none,none,none,1300000,none,none,none,none,none
136,פתח תקווה,בלפור 22,3,663.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1582500,none,none
137,פתח תקווה,בלפור 23,3,654.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,1000000,none
138,פתח תקווה,בלפור 26,3,661.0,100.0,0,none,none,none,"900,000",none,"1,043,000",none,none,none,1320000,none,1216666,none,none
139,פתח תקווה,בלפור 31,3,658.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1590000,1710000,none
140,פתח תקווה,בלפור 33,3,654.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1280000,none,none
141,פתח תקווה,בלפור 34,3,671.0,100.0,0,none,none,none,none,none,none,none,none,none,1019966,none,1660000,1865000,none
142,פתח תקווה,בלפור 42,3,70.0,4.0,1991,none,none,none,none,none,"1,420,000",none,none,none,none,none,none,none,none
143,פתח תקווה,בלפור 8,3,668.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1395000,none,none,none
144,פתח תקווה,בן אריה אליעזר 11,3,82.0,1.0,1998,none,none,none,none,"1,100,000",none,none,none,none,none,none,none,none,none
145,פתח תקווה,בן אריה אליעזר 23,3,676.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1470000,none,none
146,פתח תקווה,בנימיני אמיר 2,3,66.0,1.0,1960,none,none,none,none,none,none,none,"1,300,000",none,none,none,none,none,none
147,פתח תקווה,בנימיני אמיר 3,3,662.0,100.0,0,none,none,none,none,none,none,none,none,none,1200000,1290000,none,none,none
148,פתח תקווה,בנימיני אמיר 4,3,662.0,2.0,2001,none,none,none,none,none,none,none,none,1200000,none,none,1261666,none,none
149,פתח תקווה,בנימיני אמיר 5,3,664.0,1.0,1982,none,none,none,none,none,"1,150,000",none,none,none,1414000,none,1250000,none,none
150,פתח תקווה,בנימיני אמיר 8,3,66.0,,1960,none,none,none,none,none,none,none,"1,300,000",none,none,none,none,none,none
151,פתח תקווה,בעשט 35,3,59.0,2.0,1983,none,none,"915,000",none,none,none,none,none,none,none,none,none,none,none
152,פתח תקווה,בעשט 45,3,65.0,2.0,1970,none,none,"1,000,000",none,none,none,none,none,none,none,none,none,none,none
153,פתח תקווה,בעשט 52,3,67.0,4.0,2000,none,"1,050,000",none,none,none,none,none,none,none,none,none,none,none,none
154,פתח תקווה,בעשט 55,3,72.0,4.0,2010,none,"1,080,000",none,none,none,none,none,none,none,none,none,none,none,none
155,פתח תקווה,בעשט 56,3,69.0,,2001,none,none,"1,034,000",none,none,none,none,none,none,none,none,none,none,none
156,פתח תקווה,בר אילן 25,3,675.0,100.0,0,none,none,none,none,none,none,none,none,none,1492000,1695000,1440000,none,none
157,פתח תקווה,בראון אריה 14,3,75.0,4.0,2014,none,none,none,none,"1,541,816",none,none,none,none,none,none,none,none,none
158,פתח תקווה,בראנדיס 10,3,77.0,3.0,1980,none,none,none,none,none,"1,370,000",none,none,none,none,none,none,none,none
159,פתח תקווה,ברדיצב אבא 1,3,75.0,4.0,2013,none,none,"1,325,590",1401332,none,none,none,none,none,none,none,none,none,none
160,פתח תקווה,ברדיצב אבא 7,3,73.0,,2011,none,none,none,none,none,none,none,none,none,none,"1,690,000",none,none,none
161,פתח תקווה,ברוידא 10,3,56.0,2.0,1960,none,none,"845,000",none,none,none,none,none,none,none,none,none,none,none
162,פתח תקווה,ברוידא 2,3,76.0,2.0,1976,none,none,none,none,none,none,none,"1,151,153",none,none,none,none,none,none
163,פתח תקווה,ברוידא 8,3,63.0,3.0,1970,"650,000","715,000",none,none,none,none,none,none,none,none,none,none,none,none
164,פתח תקווה,ברוידה 10,3,56.0,2.0,1960,none,none,"845,000",none,none,none,none,none,none,none,none,none,none,none
165,פתח תקווה,ברוידה 12,3,62.0,2.0,1965,none,"850,000",none,none,none,none,none,none,none,none,none,none,none,none
166,פתח תקווה,ברוידה 15,3,65.0,3.0,1970,none,"860,000",none,none,none,none,none,none,none,none,none,none,none,none
167,פתח תקווה,ברוידה 2,3,63.0,4.0,1974,none,"925,000",none,none,none,none,none,none,none,none,none,none,none,none
168,פתח תקווה,ברוידה 3,3,71.0,3.0,1970,none,"1,000,000",none,none,none,none,none,none,none,none,none,none,none,none
169,פתח תקווה,ברוידה 4,3,661.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,1490000,none
170,פתח תקווה,ברוידה 59,3,62.0,2.0,1970,"600,000",none,none,none,none,none,none,none,none,none,none,none,none,none
171,פתח תקווה,ברוידה 6,3,648.0,100.0,0,"950,000",none,none,none,none,none,none,none,none,none,none,none,850000,none
172,פתח תקווה,ברוידה 7,3,643.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1165000,none,none
173,פתח תקווה,ברוידה 8,3,59.0,2.0,1970,none,"715,000",none,none,none,none,"1,121,123",none,none,none,none,none,none,none
174,פתח תקווה,ברוש 3,3,639.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,3250000,none,none
175,פתח תקווה,ברטנורא 122,3,65.0,,1980,none,"870,000",none,none,none,none,none,none,none,none,none,none,none,none
176,פתח תקווה,ברטנורא 3,3,65.0,,1974,none,none,none,none,"550,000",none,none,none,"1,100,000",none,none,none,none,none
177,פתח תקווה,ברטנורא 4,3,72.0,4.0,1970,none,none,none,"1,160,000",none,none,none,none,none,none,none,none,none,none
178,פתח תקווה,ברטנורא 6,3,672.0,100.0,0,none,none,none,"1,160,000",none,none,none,none,none,none,1505000,none,1790000,none
179,פתח תקווה,ברטנורא 7,3,688.0,100.0,0,none,none,none,none,none,none,none,none,1292000,none,none,none,1885000,none
180,פתח תקווה,ברלוביץ 10,3,89.0,3.0,1998,none,none,none,none,none,"1,270,000",none,none,none,none,none,none,none,none
181,פתח תקווה,ברלוביץ 14,3,60.0,,1998,none,none,none,none,none,none,none,none,none,none,none,"1,415,000",none,none
182,פתח תקווה,ברנדה 11,3,73.0,2.0,1970,none,none,none,none,none,"1,135,000",none,none,none,none,none,none,none,none
183,פתח תקווה,ברנדה 13,3,70.0,3.0,1978,none,none,none,none,none,"1,079,000",none,none,none,none,none,none,none,none
184,פתח תקווה,ברנדה 22,3,58.0,3.0,1980,none,none,none,none,none,none,"1,220,000",none,none,none,none,none,none,none
185,פתח תקווה,ברנדה 25,3,76.0,7.0,2015,none,none,none,none,none,"1,600,000","1,780,000",none,none,none,none,none,none,none
186,פתח תקווה,ברנדה 42,3,69.0,2.0,1969,none,"1,035,000",none,none,none,none,none,none,none,none,none,none,none,none
187,פתח תקווה,ברנדה 5,3,59.0,3.0,1996,none,none,none,none,none,none,"1,285,000",none,none,none,none,none,none,none
188,פתח תקווה,ברנדיס 11,3,670.0,100.0,0,none,none,"974,000",none,none,none,none,none,none,"1,400,000",none,1553666,none,none
189,פתח תקווה,ברנדיס 15,3,669.0,,1998,none,none,none,none,none,none,none,none,none,1450000,1480000,none,none,none
190,פתח תקווה,ברנדיס 16,3,660.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1632000,none,1880000,none
191,פתח תקווה,ברנדיס 2,3,660.0,100.0,0,none,none,none,none,none,none,none,none,none,1335000,1290000,none,none,none
192,פתח תקווה,ברנדיס 3,3,664.0,1.0,2000,none,none,none,none,none,"1,300,000",none,none,none,none,1415000,none,none,537500
193,פתח תקווה,ברנדיס 32,3,671.0,100.0,0,none,none,none,none,none,none,none,none,none,1535000,none,none,none,none
194,פתח תקווה,ברנדיס 35,3,674.0,100.0,0,none,none,none,none,none,none,none,none,none,1350000,none,1750000,none,none
195,פתח תקווה,ברנדיס 38,3,670.0,100.0,0,none,none,none,none,"1,235,000",none,none,"1,220,000",none,1200000,none,none,none,none
196,פתח תקווה,ברנדיס 45,3,661.0,100.0,0,none,none,none,none,none,none,none,none,none,1495000,1520000,none,none,none
197,פתח תקווה,ברנדיס 55,3,666.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1540000,none,none,none
198,פתח תקווה,ברנדיס 9,3,662.0,100.0,0,none,none,none,"1,150,000",none,none,none,none,none,1550000,none,none,none,none
199,פתח תקווה,ברנר 1,3,644.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1050000,none,1455000,none
200,פתח תקווה,ברנר 11,3,653.0,100.0,0,none,none,none,none,none,"770,000",none,none,none,1010000,none,179000,none,none
201,פתח תקווה,ברנר 13,3,644.0,100.0,0,none,none,"587,000",none,none,none,none,none,950000,990000,none,1003500,1093750,none
202,פתח תקווה,ברנר 17,3,65.0,1.0,1970,none,none,none,"650,000",none,none,none,none,none,none,none,none,none,none
203,פתח תקווה,ברנר 19,3,45.0,1.0,1980,none,none,none,none,none,"700,000",none,none,none,none,none,none,none,none
204,פתח תקווה,ברנר 21,3,644.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,1150000,none,none
205,פתח תקווה,ברנר 23,3,644.0,100.0,0,none,none,"300,000",none,none,none,none,none,none,none,none,1130000,1420000,none
206,פתח תקווה,ברנר 25,3,644.0,100.0,0,none,none,none,none,none,none,none,none,none,900000,none,1060000,none,none
207,פתח תקווה,ברנר 27,3,644.0,100.0,0,none,"544,000",none,none,none,none,none,none,none,none,none,375000,none,none
208,פתח תקווה,ברנר 3,3,648.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,1400000,1565000
209,פתח תקווה,ברנר 30,3,658.0,1.0,2010,"400,000",none,"627,000",none,none,none,none,none,none,none,none,1975000,1530000,none
210,פתח תקווה,ברנר 34,3,656.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,795000,none
211,פתח תקווה,ברנר 36,3,656.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,174000,none,none
212,פתח תקווה,ברנר 5,3,653.0,100.0,0,none,none,none,none,none,none,none,none,none,239000,none,none,none,none
213,פתח תקווה,ברנר 7,3,653.0,100.0,0,none,none,none,none,none,none,none,none,none,1135000,none,985000,none,none
214,פתח תקווה,ברנר 9,3,653.0,100.0,0,none,none,none,none,none,none,none,none,none,none,none,none,864500,none
215,פתח תקווה,ברש אשר 10,3,649.0,100.0,0,none,none,none,none,none,none,none,none,none,none,1520000,none,none,none
216,פתח תקווה,גדנע 2,3,60.0,1.0,1980,none,none,none,"800,000","805,000",none,none,none,none,none,none,none,none,none
217,פתח תקווה,גדרה 1,3,81.0,2.0,2000,none,none,"1,215,000",none,none,none,none,none,none,none,none,none,none,none
218,פתח תקווה,גדרה 10,3,669.0,100.0,0,none,none,none,none,none,none,none,none,none,1750000,none,none,none,none
