,sale_day,city,adress,floor,size,price
53,23.01.2023,פתח תקווה,חזון איש 12,שלישית,67.01,"2,480,000"
54,23.01.2023,פתח תקווה,רוטשילד 29,ג,70.27,"730,000"
55,22.01.2023,פתח תקווה,צהל 30,שניה,71,"2,210,000"
56,22.01.2023,פתח תקווה,הנשיאים 49,ראשונה,61.44,"2,295,000"
57,21.01.2023,פתח תקווה,עגנון 2, ,86,"2,210,000"
58,19.01.2023,פתח תקווה,שיטרית בכור 4,שלישית,61.25,"1,264,000"
59,19.01.2023,פתח תקווה,עגנון 2,שביעית,85,"2,270,000"
60,19.01.2023,פתח תקווה,טבצ'ניק דוד 1,שבע עשרה,84,"1,220,000"
61,19.01.2023,פתח תקווה,בעל שם טוב 24,חמישית,74,"2,250,000"
62,18.01.2023,פתח תקווה,שפרינצק 2,ג,51,"500,000"
63,18.01.2023,פתח תקווה,רוטשילד 162,רביעית,94,"2,220,000"
64,18.01.2023,פתח תקווה,הרב בלוי משה 8,שניה,59.67,"729,166"
65,16.01.2023,פתח תקווה,כץ מיכל לייב 92,שלישית,80,"2,085,000"
66,15.01.2023,פתח תקווה,טבצ'ניק דוד 1,שתים עשרה,102,"2,580,000"
67,15.01.2023,פתח תקווה,זפרן מרדכי 1,שניה,73,"1,767,000"
68,15.01.2023,פתח תקווה,הנביאים 4,רביעית,62,"765,000"
69,12.01.2023,פתח תקווה,פפר יוסף 25,א,52.20,"1,890,000"
70,12.01.2023,פתח תקווה,סוקולוב 2,ד,57.41,"1,680,000"
71,11.01.2023,פתח תקווה,עין גנים 43,ג,50.75,"600,000"
72,10.01.2023,פתח תקווה,שטמפפר יהושע 32,ג,51.03,"1,560,000"
73,10.01.2023,פתח תקווה,בגין מנחם 27,שניה,67.50,"2,180,000"
74,08.01.2023,פתח תקווה,גרינבוים 4,רביעית,61.20,"1,560,000"
75,08.01.2023,פתח תקווה,מונטיפיורי 24,חמישית,74.47,"1,660,000"
76,08.01.2023,פתח תקווה,קפלן אליעזר 39,רביעית,84,"2,385,000"
77,05.01.2023,פתח תקווה,רוטשילד 29,ד,67.98,"1,875,000"
78,05.01.2023,פתח תקווה,גולדברג לאה 7,רביעית,62.90,"1,000,000"
79,04.01.2023,פתח תקווה,צהל 28,שלישית,71,"2,170,000"
80,04.01.2023,פתח תקווה,עגנון 2,שמינית,86,"2,290,000"
81,03.01.2023,פתח תקווה,נחמן מברסלב 10,רביעית,62,"625,000"
82,03.01.2023,פתח תקווה,רוטשילד 162,שלישית,94,"2,140,000"
83,02.01.2023,פתח תקווה,גרינשטיין 13,ראשונה,53.57,"2,300,000"
84,02.01.2023,פתח תקווה,אורלוב זאב 84,ג,55.59,"1,300,000"
85,02.01.2023,פתח תקווה,ברנר 3,רביעית,47.70,"1,565,000"
86,02.01.2023,פתח תקווה,שפינוזה 1,ראשונה,53,"1,650,000"
87,01.01.2023,פתח תקווה,אחד העם 109,רביעית,61.10,"1,515,000"
88,01.01.2023,פתח תקווה,קפלן אליעזר 39,ראשונה,81,"2,385,000"
89,01.01.2023,פתח תקווה,מינץ בנימין 38,א,40,"1,550,000"
90,29.12.2022,פתח תקווה,רצון מנחם 5,שניה,80,"2,100,000"
91,28.12.2022,פתח תקווה,נחלת צבי 11,ב,44.82,"1,600,000"
92,28.12.2022,פתח תקווה,עזרא ונחמיה 5,ראשונה,46.50,"230,000"
93,28.12.2022,פתח תקווה,יוספסברג 7,ד,49.90,"635,000"
94,28.12.2022,פתח תקווה,שיטרית בכור 4,שניה,61.25,"1,630,000"
95,27.12.2022,פתח תקווה,שפרינצק 32,שלישית,48.50,"2,200,000"
96,27.12.2022,פתח תקווה,קפלן אליעזר 39,שמינית,81,"2,405,000"
97,27.12.2022,פתח תקווה,אוסישקין מנחם 24,ד,45.28,"1,540,000"
98,25.12.2022,פתח תקווה,בעל שם טוב 39,ראשונה,66.02,"1,800,000"
99,23.12.2022,פתח תקווה,שפרינצק 7,רביעית,65.30,"750,000"
100,22.12.2022,פתח תקווה,הנשיאים 49,שניה,61.52,"2,375,000"
101,22.12.2022,פתח תקווה,"רמב""ם 37",ראשונה,59.93,"1,600,000"
102,22.12.2022,פתח תקווה,צלח שלום 27,שישית,78,"2,065,000"
103,22.12.2022,פתח תקווה,הרצפלד אברהם 3,שלישית,55,"950,000"
104,22.12.2022,פתח תקווה,הרב קטרוני 12,שמינית,77,"2,160,000"
105,21.12.2022,פתח תקווה,גורדון מרדכי 2,א,45,"668,000"
106,20.12.2022,פתח תקווה,"צה""ל 74",שביעית,69,"2,455,000"
107,20.12.2022,פתח תקווה,קפלן אליעזר 39,שניה,48.80,"2,260,000"
108,15.12.2022,פתח תקווה,צלח שלום 27,ראשונה,75,"2,050,000"
109,15.12.2022,פתח תקווה,נחלת צבי 38,א,70.42,"1,800,000"
110,14.12.2022,פתח תקווה,רוטשילד 162,שישית,77,"2,270,000"
111,14.12.2022,פתח תקווה,בן יהודה 25,קומה 0,80,"2,000,000"
112,13.12.2022,פתח תקווה,"הנח""ל 10",ראשונה,90,"645,000"
113,13.12.2022,פתח תקווה,קפלן אליעזר 41,רביעית,82,"2,345,000"
114,12.12.2022,פתח תקווה,קפלן אליעזר 45,ראשונה,48,"1,850,000"
115,12.12.2022,פתח תקווה,שבט נפתלי 4,שלישית,59,"1,500,000"
116,12.12.2022,פתח תקווה,רופין 2,קרקע,57.40,"1,200,000"
117,12.12.2022,פתח תקווה,רוטשילד 162,חמישית,77,"2,250,000"
118,12.12.2022,פתח תקווה, ,ראשונה,109,"2,916,000"
119,11.12.2022,פתח תקווה,רוטשילד 162,חמישית,77,"2,250,000"
120,11.12.2022,פתח תקווה,קפלן אליעזר 41,חמישית,81,"2,315,000"
121,11.12.2022,פתח תקווה,סלנט שמואל 56,שישית,60,"2,415,000"
122,11.12.2022,פתח תקווה,עזרא ונחמיה 3,שניה,46.50,"1,800,000"
123,09.12.2022,פתח תקווה,רוטשילד 162,חמישית,73,"2,180,000"
124,08.12.2022,פתח תקווה,שבט אשר 15,שניה,63,"543,000"
125,07.12.2022,פתח תקווה,נחמן מברצלב 18,ראשונה,62,"1,650,000"
126,06.12.2022,פתח תקווה,רוטשילד 8,שלישית,57.30,"2,050,000"
127,06.12.2022,פתח תקווה,רוטשילד 162,ראשונה,77,"2,170,000"
128,06.12.2022,פתח תקווה,הרב קטרוני 12,חמישית,77,"2,080,000"
129,06.12.2022,פתח תקווה,הרצל 28,חמישית,82.36,"1,750,000"
130,06.12.2022,פתח תקווה,אנדרסן 7,ראשונה,102,"2,300,000"
131,05.12.2022,פתח תקווה,רוטשילד 68,ד,61.19,"900,000"
132,05.12.2022,פתח תקווה,שפירא הרמן צבי 13,שלישית,89.70,"979,000"
133,04.12.2022,פתח תקווה,גרונר דב 5,ג,64.42,"1,965,000"
134,04.12.2022,פתח תקווה,מינץ בנימין 40,ג,49,"1,545,000"
135,01.12.2022,פתח תקווה,צהל 28,רביעית,71,"2,190,000"
136,01.12.2022,פתח תקווה,בורוכוב 9,ראשונה,77,"1,818,000"
137,01.12.2022,פתח תקווה,הרב קטרוני 12,שביעית,77,"2,020,000"
138,30.11.2022,פתח תקווה,עגנון 2, ,85,"2,190,000"
139,30.11.2022,פתח תקווה,הרב קטרוני 12, ,77,"2,020,000"
140,29.11.2022,פתח תקווה,הרב קטרוני 12,רביעית,77,"2,040,000"
141,29.11.2022,פתח תקווה,"ח""ן 1",ג,47.50,"1,062,000"
142,29.11.2022,פתח תקווה, ,רביעית,80,"2,570,000"
143,29.11.2022,פתח תקווה,קפלן אליעזר 39,רביעית,81,"2,325,000"
144,28.11.2022,פתח תקווה,ברנר 1,שניה,43.80,"1,500,000"
145,28.11.2022,פתח תקווה,צלח שלום 27,רביעית,78,"2,045,000"
146,28.11.2022,פתח תקווה, ,רביעית,80,"2,570,000"
147,28.11.2022,פתח תקווה,קפלן אליעזר 39, ,81,"2,325,983"
148,28.11.2022,פתח תקווה,מזרחי אברהם 6,א,50.91,"1,750,000"
149,27.11.2022,פתח תקווה,בלפור 20,ג,52.94,"1,700,000"
150,24.11.2022,פתח תקווה, ,ד,64.60,"1,650,000"
151,24.11.2022,פתח תקווה,ברנדה זאב 51,ג,61.54,"2,090,000"
152,24.11.2022,פתח תקווה,רוטשילד 95,ב,57.70,"900,000"
153,23.11.2022,פתח תקווה,"רמב""ם 27",שביעית,68,"2,182,000"
154,23.11.2022,פתח תקווה,הראל איסר 6,שניה,76.95,"840,000"
155,23.11.2022,פתח תקווה, ,שניה,80,"2,510,000"
156,22.11.2022,פתח תקווה,אוסישקין מנחם 6,א,60.44,"1,895,000"
157,22.11.2022,פתח תקווה,סולד הנריטה 32,שלישית,74.70,"902,500"
158,21.11.2022,פתח תקווה,הרצל 77,ג,63.81,"970,000"
159,20.11.2022,פתח תקווה,פינס יחיאל מיכל 22,שניה,65.30,"1,715,000"
160,20.11.2022,פתח תקווה,בר כוכבא 38,שלישית,65.94,"1,700,000"
161,20.11.2022,פתח תקווה, ,א,38.60,"325,000"
162,19.11.2022,פתח תקווה,דיסקין בנימין 5,ראשונה,84.62,"1,649,000"
163,17.11.2022,פתח תקווה,צהל 28,שניה,71,"2,150,000"
164,17.11.2022,פתח תקווה,רוטשילד 162,רביעית,76,"2,230,000"
165,16.11.2022,פתח תקווה,שדה יצחק 1,ב,48,"1,670,000"
166,16.11.2022,פתח תקווה,עגנון 2, ,85,"2,150,000"
167,15.11.2022,פתח תקווה,אחד העם 71,ד,61.34,"1,860,000"
168,15.11.2022,פתח תקווה,שבט אשר 17,שניה,63,"1,900,000"
169,15.11.2022,פתח תקווה,סלנט שמואל 17,רביעית,60.99,"1,675,000"
170,15.11.2022,פתח תקווה,אברבנאל 5,א,60.77,"1,800,000"
171,15.11.2022,פתח תקווה,אורלוב זאב 43,ד,59.67,"1,300,000"
172,15.11.2022,פתח תקווה,רוטשילד 70,ב,77.16,"845,000"
173,15.11.2022,פתח תקווה,הרב קלישר 10,רביעית,80,"1,660,000"
174,14.11.2022,פתח תקווה,שיטרית בכור 7,ב,50,"655,000"
175,14.11.2022,פתח תקווה,הרב קלישר 10, ,80,"1,660,000"
176,13.11.2022,פתח תקווה,בן דוד יצחק 28,שלישית,56.22,"2,000,000"
177,13.11.2022,פתח תקווה,ההגנה 16,ב,66.58,"544,000"
178,13.11.2022,פתח תקווה,שדה יצחק 1,ב,48,"1,082,000"
179,13.11.2022,פתח תקווה,חדרה 4,שלישית,75.94,"3,420,000"
180,13.11.2022,פתח תקווה,בעל שם טוב 2, ,83,"2,100,000"
181,10.11.2022,פתח תקווה,סלנט שמואל 17,שלישית,60.54,"1,690,000"
182,10.11.2022,פתח תקווה,בר כוכבא 30,ג,54.79,"1,610,000"
183,10.11.2022,פתח תקווה,"רמב""ם 27",ג,51.94,"1,600,000"
184,10.11.2022,פתח תקווה,אורלוב זאב 35,שלישית,60,"1,840,000"
185,10.11.2022,פתח תקווה,שיטרית בכור 9,ד,44,"1,575,000"
186,10.11.2022,פתח תקווה,מנדלסון 3,ב,80.63,"1,750,000"
187,09.11.2022,פתח תקווה,בגין מנחם 46,חמישית,71.30,"1,950,000"
188,08.11.2022,פתח תקווה,בורוכוב 18,שביעית,70.50,"1,880,000"
189,08.11.2022,פתח תקווה,בעל שם טוב 55,רביעית,76.44,"1,041,000"
190,08.11.2022,פתח תקווה,ספיר יוסף 54,שניה,62.24,"1,700,000"
191,08.11.2022,פתח תקווה,צפת 74,שלישית,72.50,"1,970,000"
192,08.11.2022,פתח תקווה,קפלן אליעזר 45,שלישית,48,"553,000"
193,07.11.2022,פתח תקווה,בעל שם טוב 55,שלישית,77.92,"2,150,000"
194,07.11.2022,פתח תקווה,צלח שלום 27,רביעית,74,"1,945,000"
195,06.11.2022,פתח תקווה,הרצל 63,א,55.23,"1,710,000"
196,06.11.2022,פתח תקווה,טרומפלדור 39,שניה,73.49,"1,910,000"
197,06.11.2022,פתח תקווה,עגנון 2, ,75,"2,250,000"
198,06.11.2022,פתח תקווה,וולפסון דוד 54,ראשונה,71,"2,000,000"
199,06.11.2022,פתח תקווה,צלח שלום 27,שלישית,75,"1,934,000"
200,06.11.2022,פתח תקווה,הרב קטרוני 58,ראשונה,67.25,"1,428,000"
201,04.11.2022,פתח תקווה,חפץ חיים 69,ראשונה,72.17,"750,000"
202,04.11.2022,פתח תקווה,ויסבורג 2,א',54.20,"1,600,000"
203,03.11.2022,פתח תקווה,הצנחנים 21,ראשונה,71.65,"1,850,000"
204,02.11.2022,פתח תקווה,"רמב""ם 46",ג,60.28,"2,150,000"
205,02.11.2022,פתח תקווה,הרב אונטרמן 12,שלוש עשרה,64.30,"1,725,000"
206,02.11.2022,פתח תקווה,העליה השניה 8,שלישית,56.97,"2,010,000"
207,02.11.2022,פתח תקווה,חזון איש 12,ראשונה,67.01,"2,500,000"
208,02.11.2022,פתח תקווה,עגנון 2,שמינית,96,"2,270,000"
209,02.11.2022,פתח תקווה,שפרינצק 21,ג,64,"1,681,000"
210,02.11.2022,פתח תקווה,אורלנסקי 36,שישית,75,"2,190,000"
211,02.11.2022,פתח תקווה,עגנון 2, ,85,"2,190,000"
212,02.11.2022,פתח תקווה,חזון איש 12,שניה,67.01,"2,450,000"
213,01.11.2022,פתח תקווה,אורלנסקי 36,שישית,75,"2,185,000"
214,01.11.2022,פתח תקווה,עגנון 2, ,85,"2,170,000"
215,01.11.2022,פתח תקווה,עגנון 2, ,85,"2,270,000"
216,31.10.2022,פתח תקווה,חדרה 11,רביעית,88.40,"2,495,000"
217,31.10.2022,פתח תקווה,שטמפפר יהושע 131,קומה 1,95.34,"2,070,000"
218,31.10.2022,פתח תקווה,קבוץ גלויות 23,א,78,"1,900,000"
219,28.10.2022,פתח תקווה,הרצל 88,ד,70.16,"1,800,000"
220,27.10.2022,פתח תקווה,הלל זכריה 24,שניה,63.66,"1,800,000"
221,26.10.2022,פתח תקווה,רוטשילד 104,ב,72,"1,550,000"
222,26.10.2022,פתח תקווה,ההגנה 11,ג,59.62,"1,680,000"
223,26.10.2022,פתח תקווה,הרב עוזיאל 13,א,49.54,"1,670,000"
224,26.10.2022,פתח תקווה,בר כוכבא 29,ב,66.05,"625,000"
225,26.10.2022,פתח תקווה,אברבנאל 12,שביעית,83,"2,185,000"
226,25.10.2022,פתח תקווה,הנשיאים 49,ראשונה,74.68,"2,400,000"
227,25.10.2022,פתח תקווה,אברבנאל 14,שביעית,84,"2,185,000"
228,25.10.2022,פתח תקווה,הנביאים 17,ב,38.60,"872,000"
229,24.10.2022,פתח תקווה,רוטשילד 91,א,63.03,"1,675,000"
230,24.10.2022,פתח תקווה,עגנון 2,חמישית,70,"2,230,000"
231,24.10.2022,פתח תקווה,בלפור 23,שניה,54.45,"1,000,000"
232,23.10.2022,פתח תקווה,רוטשילד 146,ד,67.50,"1,770,000"
233,23.10.2022,פתח תקווה,צלח שלום 33,חמישית,78,"1,975,000"
234,23.10.2022,פתח תקווה,"ח""ן 14",שניה,71.60,"2,120,000"
235,23.10.2022,פתח תקווה,רבי עקיבא 2,ראשונה,46.59,"1,570,000"
236,23.10.2022,פתח תקווה,ביאליק 2,שלישית,54.50,"1,775,000"
237,20.10.2022,פתח תקווה,מונטיפיורי 20,ג,49.19,"1,735,000"
238,20.10.2022,פתח תקווה,הרב שקדי 20,שניה,70,"2,050,000"
239,20.10.2022,פתח תקווה,יעבץ זאב 2,ראשונה,70,"2,343,000"
240,19.10.2022,פתח תקווה,"פיק""א 22",ג,59.18,"1,825,000"
241,18.10.2022,פתח תקווה,ההגנה 14,ד,53.42,"1,600,000"
242,18.10.2022,פתח תקווה,בעל שם טוב 24,רביעית,87,"2,555,000"
243,12.10.2022,פתח תקווה,קיש 33,שניה,77,"1,700,000"
244,12.10.2022,פתח תקווה,הרצל 85,א,63.48,"1,840,000"
245,11.10.2022,פתח תקווה,אברבנאל 12,חמישית,75,"2,070,000"
246,10.10.2022,פתח תקווה,אברבנאל 14,חמישית,75,"2,070,000"
247,09.10.2022,פתח תקווה,אחים יפה 7,רביעית,75.50,"1,900,000"
248,06.10.2022,פתח תקווה,אברבנאל 12,שישית,83,"2,120,000"
249,06.10.2022,פתח תקווה,"צה""ל 72",חמישית,79,"1,990,000"
250,05.10.2022,פתח תקווה,"צה""ל 72", ,84,"1,990,000"
251,05.10.2022,פתח תקווה,אברבנאל 14,שישית,83,"2,120,000"
252,04.10.2022,פתח תקווה,ספיר יוסף 44,שלישית,67.90,"1,660,000"
253,03.10.2022,פתח תקווה,גדרה 2,קרקע,75.94,"797,500"
254,03.10.2022,פתח תקווה,"אז""ר 14",קרקע,41.30,"1,325,000"
255,02.10.2022,פתח תקווה,הרצל 75,שביעית,66.52,"1,935,000"
256,02.10.2022,פתח תקווה,חפץ חיים 20,ב,70.88,"1,880,000"
257,02.10.2022,פתח תקווה,הנשיאים 55,ראשונה,65.56,"1,950,000"
258,29.09.2022,פתח תקווה,גרינשטיין 11,שלישית,90,"1,458,000"
259,29.09.2022,פתח תקווה,חברון 9,א,36.90,"1,240,000"
260,29.09.2022,פתח תקווה,בגין מנחם 10,שלישית,61.45,"2,260,000"
261,28.09.2022,פתח תקווה,בעל שם טוב 16,רביעית,70.22,"2,170,000"
262,28.09.2022,פתח תקווה,שפירא הרמן צבי 57,ב,62.24,"1,750,000"
263,22.09.2022,פתח תקווה,גובר רבקה 7,שלוש עשרה,74.98,"2,650,000"
264,22.09.2022,פתח תקווה,הנביאים 4,קומה 3,62,"548,000"
265,22.09.2022,פתח תקווה,טרומפלדור 65,שלישית,83,"2,150,000"
266,22.09.2022,פתח תקווה,מינץ בנימין 31,ראשונה,54,"1,740,000"
267,21.09.2022,פתח תקווה,בגין מנחם 6,שניה,77.01,"2,315,000"
268,21.09.2022,פתח תקווה,מונטיפיורי 25,ב,76.26,"930,000"
269,21.09.2022,פתח תקווה,טרומפלדור 65,שלישית,83,"2,150,000"
270,21.09.2022,פתח תקווה,אברבנאל 12,ראשונה,87,"2,025,000"
271,20.09.2022,פתח תקווה,אברבנאל 14,ראשונה,87,"2,025,000"
272,19.09.2022,פתח תקווה,התשעים ושלוש 40,ראשונה,61.77,"2,060,000"
273,19.09.2022,פתח תקווה,הרב אונטרמן 12,חמישית,68.40,"1,750,000"
274,19.09.2022,פתח תקווה,שכטר יוסף 6,שניה,66.30,"1,490,000"
275,19.09.2022,פתח תקווה,עין גדי 27,שלישית,49,"1,700,000"
276,18.09.2022,פתח תקווה, ,אחת עשרה,81,"2,715,000"
277,18.09.2022,פתח תקווה,אברבנאל 12,ראשונה,87,"1,900,000"
278,18.09.2022,פתח תקווה,צלח שלום 33,רביעית,75,"1,879,000"
279,17.09.2022,פתח תקווה,אברבנאל 14,ראשונה,87,"1,900,000"
280,17.09.2022,פתח תקווה, , ,75,"2,710,000"
281,15.09.2022,פתח תקווה,הרב אונטרמן 9,רביעית,65.34,"1,600,000"
282,15.09.2022,פתח תקווה,החצב 3,שישית,65,"1,800,000"
283,15.09.2022,פתח תקווה,בעל שם טוב 2,א,51.25,"1,922,000"
284,15.09.2022,פתח תקווה,קבוץ גלויות 1,א,58,"2,670,000"
285,15.09.2022,פתח תקווה,רשיש חדוה 16,ב,50.50,"1,940,000"
286,15.09.2022,פתח תקווה,המכבים 3,ארבע עשרה,70.30,"1,858,000"
287,13.09.2022,פתח תקווה,שדה יצחק 32,א,43,"1,700,000"
288,13.09.2022,פתח תקווה,יהודה הלוי 34,שלישית,59.83,"1,614,000"
289,13.09.2022,פתח תקווה,אברבנאל 14,שישית,78,"2,030,000"
290,13.09.2022,פתח תקווה,אברבנאל 14,חמישית,83,"2,100,000"
291,13.09.2022,פתח תקווה,ראש פינה 5,שלישית,73.06,"2,400,000"
292,12.09.2022,פתח תקווה,ברנר 34,שניה,56,"795,000"
293,12.09.2022,פתח תקווה,רזיאל דוד 21,ג,59.90,"1,600,000"
294,12.09.2022,פתח תקווה,"צה""ל 74",שישית,79,"2,030,000"
295,12.09.2022,פתח תקווה,"צה""ל 76",ראשונה,74,"1,920,000"
296,11.09.2022,פתח תקווה,"צה""ל 76", ,84,"1,920,000"
297,11.09.2022,פתח תקווה,"צה""ל 74", ,84,"2,030,000"
298,11.09.2022,פתח תקווה,"צה""ל 74",שישית,83,"2,105,000"
299,11.09.2022,פתח תקווה,שטמפפר יהושע 97,שניה,75.78,"1,927,000"
300,10.09.2022,פתח תקווה,"צה""ל 74", ,88,"2,105,000"
301,08.09.2022,פתח תקווה,סוקולוב 12,א,58.05,"1,780,000"
302,08.09.2022,פתח תקווה,וולפסון דוד 44,ד,72.07,"1,810,000"
303,08.09.2022,פתח תקווה,רוזובסקי יוסף 3,רביעית,72.95,"1,025,000"
304,08.09.2022,פתח תקווה,פינסקר 29,ב,57.91,"622,000"
305,08.09.2022,פתח תקווה,הס משה 9,ראשונה,68.56,"1,850,000"
306,07.09.2022,פתח תקווה,ההגנה 15,ב,65,"1,870,000"
307,07.09.2022,פתח תקווה,ליויק 3,רביעית,62.90,"1,320,000"
308,07.09.2022,פתח תקווה,שיטרית בכור 12,שניה,59.20,"1,790,000"
309,07.09.2022,פתח תקווה,כצנלסון ברל 27,שניה,68.90,"1,540,000"
310,06.09.2022,פתח תקווה,המכבים 3,שתים עשרה,68.94,"981,000"
311,06.09.2022,פתח תקווה,אורלנסקי 4,ג,61.95,"965,000"
312,05.09.2022,פתח תקווה,אברבנאל 12,רביעית,83,"2,080,000"
313,04.09.2022,פתח תקווה,היבנר 7,א,64.20,"1,500,000"
314,04.09.2022,פתח תקווה,הרצל 75,שישית,66.52,"895,000"
315,04.09.2022,פתח תקווה,ההסתדרות 15,ד,74.54,"1,717,000"
316,04.09.2022,פתח תקווה,אברבנאל 14,רביעית,83,"2,080,000"
317,01.09.2022,פתח תקווה,זכרון יעקב 18,ראשונה+מרתף,82.67,"1,066,250"
318,01.09.2022,פתח תקווה,בר כוכבא 30,ב,57.40,"1,450,000"
319,31.08.2022,פתח תקווה,שפירא הרמן צבי 22,ראשונה,64.43,"1,650,000"
320,31.08.2022,פתח תקווה,מסריק 24,ד,56.50,"1,570,000"
321,30.08.2022,פתח תקווה,בן נון יהושוע 3,שניה,62,"1,740,000"
322,30.08.2022,פתח תקווה,הס משה 1,א,62.35,"1,880,000"
323,30.08.2022,פתח תקווה,המכבים 28,רביעית,57,"1,400,000"
324,28.08.2022,פתח תקווה,המכבים 3,שתים עשרה,69.65,"820,000"
325,28.08.2022,פתח תקווה,שכטר יוסף 17,שניה,63.07,"770,000"
326,28.08.2022,פתח תקווה,אברבנאל 12,שניה,87,"2,020,000"
327,28.08.2022,פתח תקווה,שדה יצחק 4,א,37,"1,666,000"
328,28.08.2022,פתח תקווה,פינסקר 22,שניה,63.44,"969,000"
329,27.08.2022,פתח תקווה,אברבנאל 14,שניה,87,"2,020,000"
330,26.08.2022,פתח תקווה,וולפסון דוד 1,ג,53.89,"1,500,000"
331,25.08.2022,פתח תקווה,בס זליג 2,ג',61.94,"1,860,000"
332,25.08.2022,פתח תקווה,"צה""ל 76",שישית,78,"2,099,000"
333,24.08.2022,פתח תקווה,"צה""ל 76", ,82,"2,099,000"
334,24.08.2022,פתח תקווה,אברבנאל 14,שלישית,76,"2,020,000"
335,24.08.2022,פתח תקווה,אברבנאל 12,ראשונה,84,"2,100,000"
336,23.08.2022,פתח תקווה,ביאליק 8,א,50.03,"1,850,000"
