,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
36,37,"830,000 ₪",אוסוולדו ארניה 13 מפה,"דירה, באר שבע",2,64,none,"קומות בבנין
4","חניות
1",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
37,38,"980,000 ₪",אוסוולדו ארניה 14 מפה,"דירה, שכונה ד', באר שבע",1,58,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
38,39,"935,000 ₪",אוסוולדו ארניה 19 מפה,"דירה, שכונה ד', באר שבע",1,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
39,40,"865,000 ₪",אוסוולדו ארניה 26 מפה,"דירה, שכונה ד', באר שבע",1,58,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
40,41,"865,000 ₪",אוסוולדו ארניה 26 מפה,"דירה, שכונה ד', באר שבע",1,58,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
41,42,"839,000 ₪",אוסוולדו ארניה מפה,"דירה, שכונה ד', באר שבע",2,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
42,43,"850,000 ₪",אוסוולדו ארניה מפה,"דירה, שכונה ד', באר שבע",3,56,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
43,44,"830,000 ₪",אוסישקין מפה,"דירה, שכונה א', באר שבע",3,74,none,"קומות בבנין
4","חניות
1",0,0,0,0,0,0,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
44,45,לא צוין מחיר,אוסישקין מפה,"דירה, שכונה א', באר שבע",3,70,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
45,46,לא צוין מחיר,אוסישקין מפה,"דירה, שכונה א', באר שבע",3,70,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
46,47,"1,350,000 ₪",אוסקר שינדלר מפה,"דירה, רמות הרכס, באר שבע",2,115,"מרפסות
1","קומות בבנין
2","חניות
1",1,1,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
47,48,"890,000 ₪",איילה מפה,"דירה, שכונה ה', באר שבע",1,76,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
48,49,"890,000 ₪",איילה מפה,"דירה, שכונה ה', באר שבע",1,76,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
49,50,"785,000 ₪",איילה מפה,"דירה, שכונה ה', באר שבע",3,75,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
01/08/2023",0,0
50,51,"1,119,000 ₪",אליהו בן חור 12 מפה,"דירה, שכונה ו', באר שבע",2,114,"מרפסות
1","קומות בבנין
2","חניות
1",1,1,0,1,0,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
51,52,"680,000 ₪",אליהו הנביא,"דירה, שכונה ד', באר שבע",9,70,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
52,53,"765,000 ₪",אליהו הנביא 10 מפה,"דירה, שכונה ד', באר שבע",2,65,none,"קומות בבנין
2","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
53,54,"855,000 ₪",אליהו הנביא 2 מפה,"דירה, שכונה ד', באר שבע",12,71,none,"קומות בבנין
12","חניות
1",1,0,1,0,1,1,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
54,55,"580,000 ₪",אליהו הנביא 2 מפה,"דירה, שכונה ד', באר שבע",11,72,none,"קומות בבנין
14","חניות
ללא",0,0,1,0,0,1,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
55,56,"740,000 ₪",אליהו הנביא 26 מפה,"דירה, באר שבע",3,50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
56,57,"680,000 ₪",אליהו הנביא מפה,"דירה, שכונה ד', באר שבע",9,70,none,"קומות בבנין
14","חניות
1",1,1,1,1,1,1,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
57,58,"995,000 ₪",אליעזר בן יהודה מפה,"דירה, שכונה ב', באר שבע",1,65,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,1,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
58,59,לא צוין מחיר,אליעזר בן יהודה מפה,"דירה, שכונה ב', באר שבע",2,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
59,60,"790,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",1,63,none,"קומות בבנין
13","חניות
ללא",1,0,1,0,1,1,1,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
60,61,"965,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",3,68,none,"קומות בבנין
12","חניות
ללא",1,0,1,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
61,62,"790,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",1,63,none,"קומות בבנין
13","חניות
ללא",1,0,1,0,1,1,1,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
62,63,"850,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",6,63,none,"קומות בבנין
13","חניות
ללא",1,0,1,0,1,0,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
63,64,"850,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",12,63,none,"קומות בבנין
14","חניות
ללא",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
64,65,"850,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, באר שבע",8,63,none,"קומות בבנין
13","חניות
ללא",1,0,1,0,1,1,1,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
65,66,"850,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",12,63,none,"קומות בבנין
14","חניות
ללא",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
66,67,"870,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",8,60,none,"קומות בבנין
14","חניות
1",1,0,1,0,1,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
67,68,"870,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",8,60,none,"קומות בבנין
14","חניות
1",1,0,1,0,1,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
68,69,"850,000 ₪",אלכסנדר ינאי 17 מפה,"דירה, שכונה ד', באר שבע",6,63,none,"קומות בבנין
13","חניות
ללא",1,0,1,0,1,0,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
69,70,"800,000 ₪",אלכסנדר ינאי מפה,"דירה, שכונה ד', באר שבע",2,57,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
70,71,"820,000 ₪",אלכסנדר ינאי מפה,"דירה, שכונה ד', באר שבע",1,58,none,"קומות בבנין
2","חניות
ללא",1,1,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
71,72,"820,000 ₪",אלכסנדר ינאי מפה,"דירה, שכונה ד', באר שבע",2,60,none,"קומות בבנין
2","חניות
1",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
72,73,"820,000 ₪",אלכסנדר ינאי מפה,"דירה, שכונה ד', באר שבע",2,60,none,"קומות בבנין
2","חניות
1",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
73,74,"630,000 ₪",אלעזר בן יאיר מפה,"דירה, שכונה ד', באר שבע",2,55,none,"קומות בבנין
2","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
74,75,"850,000 ₪",אלעזר בן יאיר מפה,"דירה, שכונה ד', באר שבע",3,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
75,76,"850,000 ₪",אלעזר בן יאיר מפה,"דירה, שכונה ד', באר שבע",3,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
76,77,"725,000 ₪",אלעזר בן יאיר מפה,"דירה, שכונה ד', באר שבע",1,45,none,"קומות בבנין
2","חניות
ללא",1,1,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
77,78,לא צוין מחיר,אלפסי 20 מפה,"דירה, שכונה י""א, באר שבע",2,76,none,"קומות בבנין
4","חניות
1",1,1,0,1,1,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
78,79,"730,000 ₪",אלפסי 3 מפה,"דירה, שכונה י""א, באר שבע",2,74,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
79,80,"700,000 ₪",אלפסי 5 מפה,"דירה, שכונה י""א, באר שבע",1,75,none,"קומות בבנין
4","חניות
1",1,1,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
80,81,"700,000 ₪",אלפסי 5 מפה,"דירה, שכונה י""א, באר שבע",1,75,none,"קומות בבנין
4","חניות
1",1,1,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
81,82,לא צוין מחיר,אלפסי מפה,"דירה, שכונה י""א, באר שבע",2,73,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
82,83,"1,050,000 ₪",אסתר המלכה מפה,"דירה, נווה מנחם, באר שבע",5,86,none,"קומות בבנין
8","חניות
1",1,1,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
83,84,"1,000,000 ₪",אסתר המלכה מפה,"דירה, נווה מנחם, באר שבע",6,86,none,"קומות בבנין
8","חניות
1",1,0,1,1,0,1,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
84,85,"1,000,000 ₪",אסתר המלכה מפה,"דירה, נווה מנחם, באר שבע",6,86,none,"קומות בבנין
8","חניות
1",1,0,1,1,0,1,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
85,86,"3,000,000 ₪",ארלוזורוב 21 מפה,"דירה, שכונה ג', באר שבע",2,94,"מרפסות
2","קומות בבנין
2","חניות
ללא",1,1,0,1,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
86,87,"1,500,000 ₪",אשכולית 52 מפה,"דירה, רמות הרכס, באר שבע",4,92,"מרפסות
1","קומות בבנין
5","חניות
1",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
87,88,"1,375,000 ₪",אשכולית מפה,"דירה, רמות הרכס, באר שבע",3,114,"מרפסות
1","קומות בבנין
5","חניות
1",1,0,1,0,0,1,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
88,89,"850,000 ₪",אשר ברש מפה,"דירה, נווה זאב, נאות אילן, באר שבע",1,82,none,"קומות בבנין
7","חניות
1",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
89,90,"850,000 ₪",אשר ברש מפה,"דירה, נווה זאב, נאות אילן, באר שבע",1,82,none,"קומות בבנין
7","חניות
1",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
90,91,"1,220,000 ₪",באר שבע מפה,"דירה, באר שבע",5,100,"מרפסות
1","קומות בבנין
9","חניות
1",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
91,92,"765,000 ₪",באר שבע מפה,"דירה, באר שבע",2,50,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
92,93,"665,000 ₪",באר שבע מפה,"דירה, באר שבע",3,55,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
93,94,"1,170,000 ₪",באר שבע מפה,"דירה, באר שבע",4,110,"מרפסות
1","קומות בבנין
5","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
94,95,"950,000 ₪",באר שבע מפה,"דירה, באר שבע",2,76,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,1,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
95,96,"735,000 ₪",באר שבע מפה,"דירה, באר שבע",4,76,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
96,97,"735,000 ₪",באר שבע מפה,"דירה, באר שבע",4,76,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
97,98,"750,000 ₪",באר שבע מפה,"דירה, באר שבע",3,85,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
98,99,לא צוין מחיר,באר שבע מפה,"דירה, באר שבע",1,85,"מרפסות
2","קומות בבנין
9","חניות
1",1,0,1,1,0,1,1,1,0,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
99,100,"780,000 ₪",באר שבע מפה,"דירה, באר שבע",1,70,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
100,101,לא צוין מחיר,באר שבע מפה,"דירה, באר שבע",1,85,"מרפסות
2","קומות בבנין
9","חניות
1",1,0,1,1,0,1,1,1,0,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
101,102,"780,000 ₪",באר שבע מפה,"דירה, באר שבע",1,70,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
102,103,"780,000 ₪",באר שבע מפה,"דירה, באר שבע",1,70,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
103,104,"979,000 ₪",באר שבע מפה,"דירה, באר שבע",1,86,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
104,105,"730,000 ₪",באר שבע מפה,"דירה, באר שבע",1,70,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
105,106,"730,000 ₪",באר שבע מפה,"דירה, באר שבע",1,70,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
106,107,"820,000 ₪",באר שבע מפה,"דירה, באר שבע",2,75,"מרפסות
1","קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
107,108,"1,010,000 ₪",באר שבע מפה,"דירה, באר שבע",2,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
108,109,"750,000 ₪",באר שבע מפה,"דירה, באר שבע",8,76,none,"קומות בבנין
8","חניות
1",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
109,110,"744,000 ₪",באר שבע מפה,"דירה, באר שבע",3,74,none,"קומות בבנין
4","חניות
1",1,1,0,0,0,1,1,1,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
110,111,"930,000 ₪",באר שבע מפה,"דירה, באר שבע",2,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
