,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
61,62,"2,200,000 ₪",השלושה 25 מפה,"דירה, מרכז העיר, בני ברק",3,73,none,"קומות בבנין
4","חניות
ללא",1,1,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
62,63,לא צוין מחיר,השלושה 5 מפה,"דירה, מרכז העיר, בני ברק",5,140,none,"קומות בבנין
8","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
63,64,"1,950,000 ₪",השניים 28 מפה,"דירה, פרדס כץ, בני ברק",1,70,"מרפסות
1","קומות בבנין
6","חניות
ללא",1,1,1,0,0,0,0,1,1,0,"מצב הנכס
חדש","תאריך כניסה
01/08/2023",0,0
64,65,"1,850,000 ₪",השניים מפה,"דירה, פרדס כץ, בני ברק",4,70,none,"קומות בבנין
6","חניות
ללא",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0
65,66,"2,300,000 ₪",חברון 13 מפה,"דירה, הר שלום, בני ברק",1,70,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
66,67,לא צוין מחיר,חשב סופר 9 מפה,"דירה, מרכז העיר, בני ברק",1,68,"מרפסות
1","קומות בבנין
3","חניות
1",1,1,1,1,1,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,1
67,68,"1,820,000 ₪",טרומפלדור מפה,"דירה, פרדס כץ, בני ברק",2,75,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
68,69,"2,090,000 ₪",יונתן בן שאול מפה,"דירה, תל גיבורים, בני ברק",2,75,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
69,70,"1,890,000 ₪",יונתן בן שאול מפה,"דירה, בני ברק",קרקע,65,none,"קומות בבנין
2","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
70,71,"1,910,000 ₪",ישעיהו הנביא 11 מפה,"דירה, הר שלום, בני ברק",1,85,"מרפסות
2","קומות בבנין
1","חניות
ללא",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
71,72,"2,300,000 ₪",מיכה מפה,"דירה, מרכז העיר, בני ברק",2,80,"מרפסות
2","קומות בבנין
3","חניות
1",0,0,1,1,0,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
72,73,"2,600,000 ₪",מנחם 8 מפה,"דירה, הר שלום, בני ברק",3,70,none,"קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
73,74,"1,880,000 ₪",מרדכי אנילביץ' מפה,"דירה, הפועל המזרחי א', שיכון א', בני ברק",3,62,none,"קומות בבנין
4","חניות
ללא",1,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
74,75,"1,950,000 ₪",מרכז העיר מפה,"דירה, מרכז העיר, בני ברק",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
75,76,"1,950,000 ₪",מרכז העיר מפה,"דירה, מרכז העיר, בני ברק",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
76,77,"1,800,000 ₪",נורדאו 36 מפה,"דירה, פרדס כץ, בני ברק",3,67,"מרפסות
1","קומות בבנין
3","חניות
ללא",0,0,0,1,0,0,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,1
77,78,"1,750,000 ₪",סומך 6 מפה,"דירה, פרדס כץ, בני ברק",1,85,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
78,79,"1,950,000 ₪",סוקולוב 42 מפה,"דירה, מרכז העיר, בני ברק",1,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
79,80,"2,350,000 ₪",פנחס אפשטיין 3 מפה,"דירה, הר שלום, בני ברק",2,100,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
80,81,"2,150,000 ₪",פרדס כץ מפה,"דירה, פרדס כץ, בני ברק",2,80,none,"קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0
81,82,"1,800,000 ₪",פרדס כץ מפה,"דירה, פרדס כץ, בני ברק",2,78,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
82,83,"2,100,000 ₪",פרדס כץ מפה,"דירה, פרדס כץ, בני ברק",2,80,none,"קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
83,84,"1,950,000 ₪",צבי הרלינג מפה,"דירה, קרית הרצוג, בני ברק",4,67,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,1,1,1,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
84,85,"1,790,000 ₪",קרית הרצוג מפה,"דירה, קרית הרצוג, בני ברק",2,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
85,86,"1,900,000 ₪",קרית הרצוג מפה,"דירה, קרית הרצוג, בני ברק",3,62,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",1,0
86,87,"2,380,000 ₪",קרית הרצוג מפה,"דירה, קרית הרצוג, בני ברק",4,110,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
87,88,"2,250,000 ₪",רבי עקיבא 47 מפה,"דירה, גבעת רוקח, בני ברק",5,74,none,"קומות בבנין
7","חניות
ללא",1,1,1,1,0,1,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
88,89,"2,700,000 ₪",רמת אהרון מפה,"דירה, רמת אהרון, בני ברק",2,90,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
89,90,"2,090,000 ₪",רמת אלחנן מפה,"דירה, רמת אלחנן, בני ברק",4,75,"מרפסות
1","קומות בבנין
6","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
01/05/2024",0,0
90,91,"1,900,000 ₪","שח""ל 9","דירה, הפועל המזרחי ה', שיכון ה', בני ברק",2,74,"מרפסות
1","קומות בבנין
6","חניות
ללא",1,1,1,1,0,1,1,0,0,0,none,"תאריך כניסה
כניסה גמישה",0,1
91,92,"1,800,000 ₪",שלמה בן יוסף 5 מפה,"דירה, תל גיבורים, בני ברק",1,55,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
92,93,"1,840,000 ₪",שלמה בן יוסף מפה,"דירה, פרדס כץ, בני ברק",3,51,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
93,94,"1,840,000 ₪",שלמה בן יוסף מפה,"דירה, פרדס כץ, בני ברק",3,51,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
94,95,"1,900,000 ₪",שמעון הצדיק 10 מפה,"דירה, רמת אהרון, בני ברק",3,62,none,"קומות בבנין
4","חניות
ללא",1,1,1,0,1,0,1,1,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
31/08/2023",0,0
95,96,"2,100,000 ₪",שמעון הצדיק 11 מפה,"דירה, בני ברק",1,75,"מרפסות
2","קומות בבנין
6","חניות
ללא",0,0,1,1,0,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
