,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
35,36,לא צוין מחיר,גבעת התחמושת מפה,"דירה, קרית שרת מערב, חולון",5,70,"מרפסות
1","קומות בבנין
9","חניות
ללא",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
36,37,"1,890,000 ₪",גבעת התחמושת מפה,"דירה, קרית שרת מערב, חולון",1,55,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
37,38,"1,990,000 ₪",גוש עציון מפה,"דירה, תל גיבורים, חולון",1,70,none,"קומות בבנין
2","חניות
1",1,1,0,1,0,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
38,39,"1,949,000 ₪",דון יוסף הנשיא מפה,"דירה, גרין ועם, חולון",2,70,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,1,1,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
39,40,"1,870,000 ₪","הבעש""ט 16 מפה","דירה, נאות רחל, חולון",2,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
10/06/2023",0,0
40,41,"1,870,000 ₪","הבעש""ט 16 מפה","דירה, נאות רחל, חולון",2,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
10/06/2023",0,0
41,42,"1,690,000 ₪","הבעש""ט מפה","דירה, נאות רחל, חולון",3,70,none,"קומות בבנין
3","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
42,43,"1,690,000 ₪","הבעש""ט מפה","דירה, נאות רחל, חולון",3,70,none,"קומות בבנין
3","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
43,44,"1,595,000 ₪","הבעש""ט מפה","דירה, נאות רחל, חולון",3,75,none,"קומות בבנין
3","חניות
ללא",0,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
44,45,"1,790,000 ₪","הבעש""ט מפה","דירה, נאות רחל, חולון",2,82,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
45,46,"1,690,000 ₪","הבעש""ט מפה","דירה, נאות רחל, חולון",3,70,none,"קומות בבנין
3","חניות
1",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
46,47,"1,800,000 ₪",הבקעה מפה,"דירה, קרית שרת מזרח, חולון",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/06/2023",0,0
47,48,לא צוין מחיר,הבקעה מפה,"דירה, קרית שרת מזרח, חולון",5,75,none,"קומות בבנין
7","חניות
ללא",1,1,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
48,49,"1,850,000 ₪",הברוש מפה,"דירה, רסקו א', חולון",2,85,none,"קומות בבנין
2","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
49,50,"1,690,000 ₪","הגר""א 12","דירה, נאות רחל, חולון",2,70,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
50,51,"1,820,000 ₪","הגר""א 25 מפה","דירה, נאות רחל, חולון",2,75,none,"קומות בבנין
4","חניות
1",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
51,52,"1,820,000 ₪","הגר""א 25 מפה","דירה, נאות רחל, חולון",2,75,none,"קומות בבנין
4","חניות
1",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
52,53,"1,750,000 ₪","הגר""א 34 מפה","דירה, נאות רחל, חולון",3,75,none,"קומות בבנין
3","חניות
3",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
53,54,"1,720,000 ₪","הגר""א 8 מפה","דירה, נאות רחל, חולון",3,85,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/01/2024",0,0
54,55,"1,720,000 ₪","הגר""א 8 מפה","דירה, נאות רחל, חולון",3,85,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/01/2024",0,0
55,56,"1,690,000 ₪","הגר""א מפה","דירה, נאות רחל, חולון",3,75,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
56,57,לא צוין מחיר,"הגר""א מפה","דירה, נאות רחל, חולון",3,65,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,1,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
57,58,לא צוין מחיר,"הגר""א מפה","דירה, נאות רחל, חולון",3,65,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,1,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
58,59,"1,690,000 ₪","הגר""א מפה","דירה, נאות רחל, חולון",3,75,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
59,60,"1,795,000 ₪","הגר""א מפה","דירה, נאות רחל, חולון",4,67,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
60,61,"1,795,000 ₪","הגר""א מפה","דירה, נאות רחל, חולון",2,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
61,62,לא צוין מחיר,"הגר""א מפה","דירה, נאות רחל, חולון",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
62,63,לא צוין מחיר,ההגנה מפה,"דירה, אגרובנק, חולון",1,90,none,"קומות בבנין
3","חניות
ללא",1,1,1,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
63,64,"1,720,000 ₪",ההסתדרות מפה,"דירה, רסקו א', חולון",1,56,none,"קומות בבנין
3","חניות
ללא",0,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
64,65,"1,720,000 ₪",ההסתדרות מפה,"דירה, רסקו ב', חולון",1,65,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
65,66,"1,680,000 ₪",ההסתדרות מפה,"דירה, רסקו ב', חולון",1,52,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
31/10/2023",0,0
66,67,"1,680,000 ₪","החי""ם מפה","דירה, תל גיבורים, חולון",2,55,none,"קומות בבנין
3","חניות
1",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
67,68,"1,830,000 ₪",החלוץ מפה,"דירה, נווה רמז, חולון",1,70,none,"קומות בבנין
2","חניות
ללא",1,0,0,1,0,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/07/2023",0,0
68,69,לא צוין מחיר,החרמון 8 מפה,"דירה, קרית שרת מזרח, חולון",4,68,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
69,70,"1,750,000 ₪",החשמונאים מפה,"דירה, חולון",4,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
70,71,"1,750,000 ₪",החשמונאים מפה,"דירה, חולון",4,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
71,72,"2,520,000 ₪",המכבים 15 מפה,"דירה, מרכז, קרית עבודה, חולון",1,95,"מרפסות
2","קומות בבנין
5","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
72,73,"2,520,000 ₪",המכבים 15 מפה,"דירה, מרכז, קרית עבודה, חולון",1,95,"מרפסות
2","קומות בבנין
5","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
73,74,"1,890,000 ₪",המכבים 3 מפה,"דירה, מרכז, קרית עבודה, חולון",2,80,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
74,75,"1,800,000 ₪",המעפילים מפה,"דירה, גרין ועם, חולון",3,58,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
75,76,"1,800,000 ₪",המעפילים מפה,"דירה, גרין ועם, חולון",3,58,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
76,77,"1,800,000 ₪",המעפילים מפה,"דירה, גרין ועם, חולון",3,58,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
77,78,"1,790,000 ₪",הנוטרים מפה,"דירה, אגרובנק, חולון",2,70,none,"קומות בבנין
4","חניות
ללא",1,1,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
31/07/2023",0,0
78,79,לא צוין מחיר,הנוטרים מפה,"דירה, אגרובנק, חולון",4,65,none,"קומות בבנין
5","חניות
1",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
79,80,"2,350,000 ₪",הסיגלון מפה,"דירה, נאות שושנים, חולון",6,85,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,0,1,1,1,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
80,81,"2,350,000 ₪",הסיגלון מפה,"דירה, נאות שושנים, חולון",6,85,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,0,1,1,1,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
81,82,"1,690,000 ₪",הסנהדרין מפה,"דירה, ג'סי כהן, חולון",3,59,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
82,83,לא צוין מחיר,הסנהדרין מפה,"דירה, חולון",3,65,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
83,84,"1,699,999 ₪",הסנהדרין מפה,"דירה, ג'סי כהן, חולון",1,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
84,85,"1,600,000 ₪",הערבה מפה,"דירה, ג'סי כהן, חולון",2,62,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
85,86,"1,720,000 ₪",הערבה מפה,"דירה, ג'סי כהן, חולון",4,68,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
86,87,לא צוין מחיר,הערבה מפה,"דירה, ג'סי כהן, חולון",4,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
87,88,"2,250,000 ₪",הצופית מפה,"דירה, מפדה אזרחי, חולון",1,75,"מרפסות
1","קומות בבנין
1","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
88,89,"1,960,000 ₪",הר הצופים,"דירה, קרית שרת מזרח, חולון",7,72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
89,90,"1,895,000 ₪",הר הצופים מפה,"דירה, קרית שרת מזרח, חולון",1,70,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
90,91,"1,690,000 ₪",הר הצופים מפה,"דירה, קרית שרת מזרח, חולון",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
91,92,לא צוין מחיר,הר הצופים מפה,"דירה, קרית שרת מזרח, חולון",1,65,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
92,93,"2,300,000 ₪",הרב יצחק הלוי 17 מפה,"דירה, חולון",4,80,"מרפסות
2","קומות בבנין
4","חניות
1",1,0,1,1,0,1,0,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
30/12/2023",0,0
93,94,"2,260,000 ₪",הרב יצחק נסים 7 מפה,"דירה, קרית מיכה, חולון",1,87,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,0,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
31/07/2023",0,0
94,95,לא צוין מחיר,הרב יצחק נסים מפה,"דירה, קרית מיכה, חולון",2,76,"מרפסות
1","קומות בבנין
8","חניות
1",1,1,1,1,0,0,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
95,96,"2,020,000 ₪",הרב מיימון 8 מפה,"דירה, רסקו א', חולון",3,74,none,"קומות בבנין
4","חניות
1",1,0,1,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
96,97,"2,020,000 ₪",הרב מיימון 8 מפה,"דירה, רסקו א', חולון",3,74,none,"קומות בבנין
4","חניות
1",1,0,1,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
97,98,"1,890,000 ₪",הרב עוזיאל מפה,"דירה, רסקו א', חולון",4,65,none,"קומות בבנין
4","חניות
ללא",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
98,99,"1,890,000 ₪",הרב עוזיאל מפה,"דירה, רסקו א', חולון",4,65,none,"קומות בבנין
4","חניות
ללא",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
99,100,"1,850,000 ₪",הרב קוק 8 מפה,"דירה, רסקו א', חולון",2,80,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
100,101,"1,840,000 ₪",השומר 1 מפה,"דירה, אגרובנק, חולון",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
101,102,"2,350,000 ₪",השומרון 3 מפה,"דירה, אגרובנק, חולון",קרקע,90,none,"קומות בבנין
4","חניות
ללא",0,1,0,0,1,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
102,103,"2,000,000 ₪",השילוח מפה,"דירה, קרית שרת מזרח, חולון",2,78,none,"קומות בבנין
6","חניות
ללא",1,0,1,1,1,0,0,0,1,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
103,104,"1,850,000 ₪",התותחנים 11 מפה,"דירה, תל גיבורים, חולון",2,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
104,105,"1,985,000 ₪",התותחנים 11 מפה,"דירה, תל גיבורים, חולון",1,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
105,106,"1,850,000 ₪",התותחנים 11 מפה,"דירה, תל גיבורים, חולון",2,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
106,107,"1,985,000 ₪",התותחנים 11 מפה,"דירה, תל גיבורים, חולון",1,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
107,108,"1,720,000 ₪",התותחנים 15 מפה,"דירה, תל גיבורים, חולון",3,65,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
108,109,"1,649,000 ₪",התותחנים מפה,"דירה, תל גיבורים, חולון",3,60,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
109,110,"1,650,000 ₪",התותחנים מפה,"דירה, תל גיבורים, חולון",2,60,none,"קומות בבנין
3","חניות
ללא",0,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
110,111,"1,700,000 ₪",התותחנים מפה,"דירה, תל גיבורים, חולון",3,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
