,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
12,13,"1,770,000 ₪",אנילביץ' מפה,"דירה, רמת אליהו, ראשון לציון",2,60,"מרפסות
1","קומות בבנין
2","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
13,14,"2,300,000 ₪",אריאב 12,"דירה, רמת אליהו, ראשון לציון",2,60,none,"קומות בבנין
5","חניות
ללא",0,0,0,0,0,0,0,0,0,0,none,"תאריך כניסה
כניסה מיידית",0,0
14,15,"2,300,000 ₪",אריאב 12,"דירה, רמת אליהו, ראשון לציון",2,60,none,"קומות בבנין
5","חניות
ללא",0,0,0,0,0,0,0,0,0,0,none,"תאריך כניסה
כניסה מיידית",0,0
15,16,"1,990,000 ₪",אריאב מפה,"דירה, רמת אליהו, ראשון לציון",4,55,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
16,17,"2,060,000 ₪",אריאב מפה,"דירה, רמת אליהו, ראשון לציון",3,52,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
17,18,"1,900,000 ₪",אריאב מפה,"דירה, רמת אליהו, ראשון לציון",3,52,none,"קומות בבנין
4","חניות
ללא",0,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
18,19,"2,040,000 ₪",אריה בן אליעזר מפה,"דירה, רמז, מערב ותיק, ראשון לציון",4,85,none,"קומות בבנין
4","חניות
ללא",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
19,20,"2,140,000 ₪",בית הערבה מפה,"דירה, קרית גנים, ראשון לציון",3,70,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,0,1,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
20,21,"2,270,000 ₪",בית יוסף מפה,"דירה, רמב""ם, ראשון לציון",6,95,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0
21,22,"2,270,000 ₪",בית יוסף מפה,"דירה, רמב""ם, ראשון לציון",6,95,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0
22,23,"2,270,000 ₪",בית יוסף מפה,"דירה, רמב""ם, ראשון לציון",6,95,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0
23,24,"2,270,000 ₪",בית יוסף מפה,"דירה, רמב""ם, ראשון לציון",6,95,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0
24,25,"2,220,000 ₪","בית""ר 3 מפה","דירה, אברמוביץ', ראשון לציון",1,63,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
25,26,"2,220,000 ₪","בית""ר 3 מפה","דירה, אברמוביץ', ראשון לציון",1,63,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
26,27,"2,250,000 ₪",בנימין פיין 1 מפה,"דירה, רמז, מערב ותיק, ראשון לציון",5,83,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
01/03/2024",0,0
27,28,"2,250,000 ₪",בנימין פיין 1 מפה,"דירה, רמז, מערב ותיק, ראשון לציון",5,83,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
01/03/2024",0,0
28,29,"1,670,000 ₪",ברנדייס מפה,"דירה, רמב""ם, ראשון לציון",4,68,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
29,30,"1,670,000 ₪",ברנדייס מפה,"דירה, רמב""ם, ראשון לציון",4,68,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
30,31,"2,460,000 ₪",גבעתי 1 מפה,"דירה, רמב""ם, ראשון לציון",5,77,"מרפסות
1","קומות בבנין
9","חניות
1",1,1,1,1,1,1,0,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
31,32,"1,850,000 ₪",גוש עציון מפה,"דירה, רמב""ם, ראשון לציון",1,65,"מרפסות
1","קומות בבנין
1","חניות
1",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
32,33,"1,850,000 ₪",גוש עציון מפה,"דירה, רמב""ם, ראשון לציון",1,65,"מרפסות
1","קומות בבנין
1","חניות
1",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
33,34,"1,850,000 ₪",גיסין 11 מפה,"דירה, אברמוביץ', ראשון לציון",3,75,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
34,35,לא צוין מחיר,גשר מפה,"דירה, קרית גנים, ראשון לציון",4,75,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
35,36,"2,490,000 ₪",דבורה עומר 4 מפה,"דירה, נחלת יהודה, ראשון לציון",1,90,"מרפסות
1","קומות בבנין
9","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
30/09/2023",0,0
36,37,"1,800,000 ₪",דוד אלרואי מפה,"דירה, רמב""ם, ראשון לציון",3,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
37,38,"1,610,000 ₪",דוד אלרואי מפה,"דירה, רמב""ם, ראשון לציון",4,60,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
38,39,"1,900,000 ₪",דוד וולפסון מפה,"דירה, רמז, מערב ותיק, ראשון לציון",2,80,"מרפסות
1","קומות בבנין
5","חניות
ללא",0,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
39,40,"2,395,000 ₪",דודו דותן,"דירה, ראשון לציון",5,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
40,41,"2,395,000 ₪",דודו דותן מפה,"דירה, ראשון לציון",5,75,"מרפסות
1","קומות בבנין
24","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
41,42,"2,550,000 ₪",דרור 17 מפה,"דירה, רמב""ם, ראשון לציון",2,96,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,0,0,0,1,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
42,43,"1,800,000 ₪",דרור 27 מפה,"דירה, רמב""ם, ראשון לציון",2,84,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
43,44,"1,930,000 ₪",דרור 27 מפה,"דירה, רמב""ם, ראשון לציון",4,82,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,0,0,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
44,45,"1,930,000 ₪",דרור 27 מפה,"דירה, רמב""ם, ראשון לציון",4,82,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,0,0,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
45,46,"1,890,000 ₪",דרור 4 מפה,"דירה, רמב""ם, ראשון לציון",4,74,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
46,47,"2,090,000 ₪",דרור מפה,"דירה, ראשון לציון",6,80,"מרפסות
2","קומות בבנין
7","חניות
1",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
47,48,"1,790,000 ₪",דרור מפה,"דירה, רמב""ם, ראשון לציון",2,75,none,"קומות בבנין
7","חניות
1",1,0,1,0,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
48,49,"2,290,000 ₪",האחים סולימן מפה,"דירה, רמב""ם, ראשון לציון",2,75,"מרפסות
1","קומות בבנין
19","חניות
1",1,0,1,0,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
49,50,"2,290,000 ₪",האחים סולימן מפה,"דירה, רמב""ם, ראשון לציון",2,75,"מרפסות
1","קומות בבנין
19","חניות
1",1,0,1,0,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
50,51,"2,190,000 ₪",הזורעים מפה,"דירה, קרית גנים, ראשון לציון",3,72,none,"קומות בבנין
3","חניות
1",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
51,52,"2,450,000 ₪",החליל 5 מפה,"דירה, נאות אשלים, ראשון לציון",2,90,"מרפסות
2","קומות בבנין
3","חניות
1",0,0,0,0,0,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
52,53,"2,450,000 ₪",החליל 5 מפה,"דירה, נאות אשלים, ראשון לציון",2,90,"מרפסות
2","קומות בבנין
3","חניות
1",0,0,0,0,0,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
53,54,"2,300,000 ₪",החליל 8 מפה,"דירה, נאות אשלים, ראשון לציון",1,82,"מרפסות
2","קומות בבנין
2","חניות
1",1,1,0,1,0,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/10/2023",0,0
54,55,"2,300,000 ₪",החלמונית 12 מפה,"דירה, קרית ראשון, ראשון לציון",4,83,none,"קומות בבנין
6","חניות
1",1,0,1,1,0,0,1,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
55,56,"2,300,000 ₪",החלמונית 12 מפה,"דירה, קרית ראשון, ראשון לציון",4,83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
56,57,"1,920,000 ₪",הירקון 6 מפה,"דירה, רמז, מערב ותיק, ראשון לציון",7,73,none,"קומות בבנין
8","חניות
1",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/02/2024",0,0
57,58,"2,200,000 ₪",המפוחית מפה,"דירה, נאות אשלים, ראשון לציון",1,75,"מרפסות
1","קומות בבנין
6","חניות
1",1,1,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
58,59,לא צוין מחיר,הנגיד מפה,"דירה, נאות שקמה, ראשון לציון",2,72,none,"קומות בבנין
11","חניות
1",1,1,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
59,60,"1,760,000 ₪",הנחשול מפה,"דירה, ראשון לציון",2,80,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
60,61,לא צוין מחיר,הנרקיס 24 מפה,"דירה, קרית ראשון, ראשון לציון",6,65,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
61,62,לא צוין מחיר,הנרקיס 24 מפה,"דירה, קרית ראשון, ראשון לציון",6,65,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
62,63,"2,400,000 ₪",הסיתוונית 23 מפה,"דירה, קרית ראשון, ראשון לציון",7,77,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,1,1,1,1,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
01/09/2023",0,0
63,64,"2,490,000 ₪",העוגב 6 מפה,"דירה, נאות אשלים, ראשון לציון",3,90,"מרפסות
1","קומות בבנין
5","חניות
1",1,0,1,1,0,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
64,65,"2,460,000 ₪",הפסנתר מפה,"דירה, נאות אשלים, ראשון לציון",1,71,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,0,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
65,66,"2,460,000 ₪",הפסנתר מפה,"דירה, נאות אשלים, ראשון לציון",1,71,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,0,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
66,67,"1,830,000 ₪",הפרג 1 מפה,"דירה, קרית ראשון, ראשון לציון",3,75,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
67,68,"2,080,000 ₪",הפרג מפה,"דירה, קרית ראשון, ראשון לציון",1,74,none,"קומות בבנין
3","חניות
1",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
68,69,"2,080,000 ₪",הפרג מפה,"דירה, קרית ראשון, ראשון לציון",1,74,none,"קומות בבנין
3","חניות
1",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
69,70,"2,350,000 ₪",הצופים 5 מפה,"דירה, נעורים, ראשון לציון",2,75,"מרפסות
1","קומות בבנין
8","חניות
2",1,0,1,1,0,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
70,71,"2,350,000 ₪",הצופים 5 מפה,"דירה, נעורים, ראשון לציון",2,75,"מרפסות
1","קומות בבנין
8","חניות
2",1,0,1,1,0,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
71,72,"2,290,000 ₪",הצופים מפה,"דירה, ראשון לציון",2,74,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
72,73,"55,555 ₪",הצופים מפה,"דירה, נעורים, ראשון לציון",3,97,"מרפסות
2","קומות בבנין
9","חניות
1",1,1,1,1,1,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
73,74,"2,320,000 ₪",הצופים מפה,"דירה, נעורים, ראשון לציון",8,92,"מרפסות
2","קומות בבנין
9","חניות
2",1,1,1,1,1,1,1,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
74,75,"2,470,000 ₪",הצופים מפה,"דירה, נעורים, ראשון לציון",9,91,"מרפסות
1","קומות בבנין
9","חניות
2",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/08/2023",0,0
75,76,"2,460,000 ₪",הקוקיה מפה,"דירה, ראשון לציון",4,74,"מרפסות
1","קומות בבנין
13","חניות
1",1,1,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
76,77,"2,190,000 ₪",הקלרנית מפה,"דירה, נאות אשלים, ראשון לציון",1,78,"מרפסות
1","קומות בבנין
7","חניות
1",1,1,1,0,1,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
01/04/2024",0,0
77,78,"2,270,000 ₪",הקלרנית מפה,"דירה, נאות אשלים, ראשון לציון",3,76,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
78,79,לא צוין מחיר,הרב גורן מפה,"דירה, נאות שקמה, ראשון לציון",1,75,"מרפסות
1","קומות בבנין
12","חניות
1",1,1,1,0,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
79,80,"1,850,000 ₪",הרב יוסף טולדנו מפה,"דירה, אברמוביץ', ראשון לציון",3,75,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
80,81,"2,290,000 ₪",הרב ינובסקי 2 מפה,"דירה, רמז, מערב ותיק, ראשון לציון",1,70,none,"קומות בבנין
4","חניות
1",1,1,1,1,1,1,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
01/05/2024",0,0
81,82,"1,900,000 ₪",הרב קוק 2 מפה,"דירה, ראשון לציון",4,87,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
82,83,"2,200,000 ₪",הרבי מלובביץ' מפה,"דירה, נאות שקמה, ראשון לציון",1,80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
83,84,"2,300,000 ₪","הרשב""א מפה","דירה, נאות שקמה, ראשון לציון",1,77,"מרפסות
1","קומות בבנין
8","חניות
1",1,1,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
84,85,לא צוין מחיר,התזמורת מפה,"דירה, נאות אשלים, ראשון לציון",1,73,"מרפסות
1","קומות בבנין
11","חניות
1",1,1,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
85,86,לא צוין מחיר,התזמורת מפה,"דירה, נאות אשלים, ראשון לציון",1,73,"מרפסות
1","קומות בבנין
11","חניות
1",1,1,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
86,87,"2,000,000 ₪",ז'בוטינסקי מפה,"דירה, ראשון לציון",7,85,none,"קומות בבנין
8","חניות
ללא",1,0,1,1,1,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
87,88,"2,000,000 ₪",ז'בוטינסקי מפה,"דירה, ראשון לציון",7,85,none,"קומות בבנין
8","חניות
ללא",1,0,1,1,1,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
88,89,"1,790,000 ₪",ז'בוטינסקי מפה,"דירה, אברמוביץ', ראשון לציון",3,79,"מרפסות
3","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
89,90,"2,530,000 ₪","זד""ל 5 מפה","דירה, רמב""ם, ראשון לציון",2,105,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
90,91,"2,530,000 ₪","זד""ל 5 מפה","דירה, רמב""ם, ראשון לציון",2,105,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
91,92,"2,530,000 ₪","זד""ל 5 מפה","דירה, רמב""ם, ראשון לציון",2,105,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
92,93,"1,640,000 ₪","חזון אי""ש מפה","דירה, ראשון לציון",2,72,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
93,94,"1,890,000 ₪","חזון אי""ש מפה","דירה, ראשון לציון",1,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
94,95,"2,520,000 ₪",חיים חפר מפה,"דירה, הרקפות, ראשון לציון",5,80,none,"קומות בבנין
27","חניות
1",1,0,1,0,1,1,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
95,96,"2,190,000 ₪",חיל החימוש 1 מפה,"דירה, נווה חוף, ראשון לציון",1,80,none,"קומות בבנין
7","חניות
1",1,0,1,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
96,97,"2,190,000 ₪",חיל החימוש 1 מפה,"דירה, נווה חוף, ראשון לציון",1,80,none,"קומות בבנין
7","חניות
1",1,0,1,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
97,98,"2,150,000 ₪",חיל החימוש מפה,"דירה, נווה חוף, ראשון לציון",2,80,none,"קומות בבנין
7","חניות
1",1,0,1,0,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
98,99,"2,250,000 ₪",חנה ומיכאל לוין 10 מפה,"דירה, רביבים, גני ראשון, ראשון לציון",3,97,none,"קומות בבנין
7","חניות
ללא",1,1,1,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
99,100,"1,900,000 ₪",חנה סנש מפה,"דירה, רמת אליהו, ראשון לציון",4,45,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
100,101,"2,550,000 ₪",חניתה מפה,"דירה, קרית גנים, ראשון לציון",3,85,"מרפסות
1","קומות בבנין
3","חניות
1",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
101,102,"1,800,000 ₪",טרומפלדור 16 מפה,"דירה, אברמוביץ', ראשון לציון",4,90,none,"קומות בבנין
4","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
102,103,"1,850,000 ₪",יהודה הלוי 53 מפה,"דירה, רמב""ם, ראשון לציון",1,60,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
103,104,"1,850,000 ₪",יהודה הלוי 53 מפה,"דירה, רמב""ם, ראשון לציון",1,60,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
104,105,"1,960,000 ₪",יהודה הלוי מפה,"דירה, רמב""ם, ראשון לציון",6,75,none,"קומות בבנין
7","חניות
1",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
105,106,"2,100,000 ₪",יואל דרובין מפה,"דירה, רמז, מערב ותיק, ראשון לציון",1,76,none,"קומות בבנין
5","חניות
1",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
106,107,"2,050,000 ₪",יוסף קלוזנר 11 מפה,"דירה, רביבים, גני ראשון, ראשון לציון",1,80,none,"קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
