,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
14,15,"2,350,000 ₪",אלכסנדר פן מפה,"דירה, רובע ה', אשדוד",5,85,"מרפסות
1","קומות בבנין
16","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
15,16,"2,350,000 ₪",אלכסנדר פן מפה,"דירה, רובע ה', אשדוד",5,85,"מרפסות
1","קומות בבנין
16","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
16,17,"1,820,000 ₪",אמציה המלך מפה,"דירה, רובע י""ג, אשדוד",3,83,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
17,18,"1,690,000 ₪",אריה בן אליעזר 22 מפה,"דירה, רובע ד', אשדוד",1,85,"מרפסות
1","קומות בבנין
7","חניות
1",1,1,1,0,1,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
18,19,"1,850,000 ₪",ארלוזורוב מפה,"דירה, אשדוד",10,90,"מרפסות
1","קומות בבנין
12","חניות
1",0,0,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",1,0
19,20,"1,760,000 ₪",אשדוד מפה,"דירה, אשדוד",3,90,"מרפסות
1","קומות בבנין
14","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
20,21,לא צוין מחיר,אשדוד מפה,"דירה, אשדוד",7,70,"מרפסות
2","קומות בבנין
7","חניות
1",1,0,1,1,0,1,1,0,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
21,22,"1,950,000 ₪",אשדוד מפה,"דירה, אשדוד",5,106,"מרפסות
1","קומות בבנין
9","חניות
1",1,1,1,1,1,1,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
22,23,"1,750,000 ₪",אשדוד מפה,"דירה, אשדוד",3,80,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
23,24,"1,670,000 ₪",אשדוד מפה,"דירה, אשדוד",2,85,"מרפסות
2","קומות בבנין
13","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
24,25,"2,090,000 ₪",אשדוד מפה,"דירה, אשדוד",5,106,"מרפסות
1","קומות בבנין
7","חניות
1",1,1,1,1,1,1,0,1,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
25,26,"1,500,000 ₪",אשדוד מפה,"דירה, אשדוד",קרקע,56,none,"קומות בבנין
7","חניות
ללא",0,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
26,27,"1,750,000 ₪",אשדוד מפה,"דירה, אשדוד",4,112,"מרפסות
1","קומות בבנין
6","חניות
1",1,1,1,1,1,1,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
27,28,לא צוין מחיר,אשדוד מפה,"דירה, אשדוד",קרקע,140,"מרפסות
1","קומות בבנין
3","חניות
1",1,1,0,1,1,0,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
01/01/2024",0,0
28,29,"1,650,000 ₪",אשדוד מפה,"דירה, אשדוד",3,105,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
29,30,"1,750,000 ₪",אשדוד מפה,"דירה, אשדוד",5,78,"מרפסות
1","קומות בבנין
8","חניות
ללא",0,0,0,0,0,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
30,31,"2,190,000 ₪",אשדוד מפה,"דירה, אשדוד",7,102,"מרפסות
1","קומות בבנין
15","חניות
1",1,0,1,0,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
31,32,"1,700,000 ₪",אשדוד מפה,"דירה, אשדוד",2,67,"מרפסות
2","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
32,33,"1,430,000 ₪",אשדוד מפה,"דירה, אשדוד",3,75,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
33,34,"1,650,000 ₪",אשדוד מפה,"דירה, אשדוד",7,84,"מרפסות
1","קומות בבנין
8","חניות
1",0,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
34,35,"1,950,000 ₪",אשדוד מפה,"דירה, אשדוד",5,106,"מרפסות
1","קומות בבנין
9","חניות
1",1,1,1,1,1,1,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
35,36,"1,750,000 ₪",אשדוד מפה,"דירה, אשדוד",5,78,"מרפסות
1","קומות בבנין
8","חניות
ללא",0,0,0,0,0,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
36,37,"2,190,000 ₪",אשדוד מפה,"דירה, אשדוד",7,102,"מרפסות
1","קומות בבנין
15","חניות
1",1,0,1,0,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
37,38,"1,700,000 ₪",אשדוד מפה,"דירה, אשדוד",2,67,"מרפסות
2","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
38,39,"1,430,000 ₪",אשדוד מפה,"דירה, אשדוד",3,75,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
39,40,"1,650,000 ₪",אשדוד מפה,"דירה, אשדוד",7,84,"מרפסות
1","קומות בבנין
8","חניות
1",0,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
40,41,"1,580,000 ₪",אשדוד מפה,"דירה, אשדוד",5,90,"מרפסות
1","קומות בבנין
7","חניות
ללא",0,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
41,42,"1,680,000 ₪",אשדוד מפה,"דירה, אשדוד",4,80,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
42,43,"1,720,000 ₪",אשדוד מפה,"דירה, אשדוד",3,110,"מרפסות
1","קומות בבנין
7","חניות
1",1,1,1,1,1,1,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
43,44,"3,120,000 ₪",אשדוד מפה,"דירה, אשדוד",21,132,"מרפסות
1","קומות בבנין
29","חניות
1",1,0,1,0,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
44,45,"1,720,000 ₪",אשדוד מפה,"דירה, אשדוד",3,110,"מרפסות
1","קומות בבנין
7","חניות
1",1,1,1,1,1,1,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
45,46,"3,120,000 ₪",אשדוד מפה,"דירה, אשדוד",21,132,"מרפסות
1","קומות בבנין
29","חניות
1",1,0,1,0,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
46,47,"1,920,000 ₪",אשדוד מפה,"דירה, אשדוד",4,112,"מרפסות
1","קומות בבנין
9","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
47,48,"1,750,000 ₪",אשדוד מפה,"דירה, אשדוד",1,82,none,"קומות בבנין
3","חניות
1",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",1,0
48,49,"1,430,000 ₪",אשדוד מפה,"דירה, אשדוד",3,75,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
49,50,"1,720,000 ₪",אשדוד מפה,"דירה, אשדוד",1,82,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
50,51,"1,720,000 ₪",אשדוד מפה,"דירה, אשדוד",1,82,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
51,52,"1,820,000 ₪",ביאליק מפה,"דירה, רובע ה', אשדוד",5,93,"מרפסות
1","קומות בבנין
9","חניות
1",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
52,53,"11,111 ₪",ברק בן אבינועם מפה,"דירה, אשדוד",1,93,"מרפסות
1","קומות בבנין
2","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
53,54,"1,880,000 ₪",ברק בן אבינועם מפה,"דירה, רובע י""ג, אשדוד",2,87,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
54,55,"1,950,000 ₪",דב גור 3 מפה,"דירה, רובע ו', אשדוד",5,75,"מרפסות
2","קומות בבנין
5","חניות
1",1,0,1,1,0,1,1,0,0,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
55,56,"1,890,000 ₪",דב גור מפה,"דירה, רובע ו', אשדוד",5,98,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
56,57,"1,890,000 ₪",דב גור מפה,"דירה, רובע ו', אשדוד",5,98,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
57,58,"1,780,000 ₪",דוד המלך מפה,"דירה, רובע י""ג, אשדוד",1,93,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,0,1,0,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
58,59,"1,780,000 ₪",דוד המלך מפה,"דירה, רובע י""ג, אשדוד",1,93,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,0,1,0,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
59,60,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
60,61,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
61,62,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
62,63,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
63,64,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
64,65,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
65,66,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
66,67,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
67,68,"1,770,000 ₪",דוד וולפסון,nan,5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
68,69,"1,770,000 ₪",דוד וולפסון מפה,"דירה, רובע ט""ו, אשדוד",5,75,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
69,70,"1,650,000 ₪",דניאל הנביא 5 מפה,"דירה, רובע י', אשדוד",2,70,none,"קומות בבנין
2","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
70,71,"1,650,000 ₪","האדמו""ר מבעלזא 1 מפה","דירה, רובע ג', אשדוד",2,65,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
71,72,לא צוין מחיר,"האדמו""ר מבעלזא 1 מפה","דירה, רובע ג', אשדוד",3,64,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
72,73,לא צוין מחיר,"האדמו""ר מבעלזא 1 מפה","דירה, רובע ג', אשדוד",3,64,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
73,74,"1,450,000 ₪","האדמו""ר מבעלזא מפה","דירה, רובע ג', אשדוד",2,85,"מרפסות
1","קומות בבנין
6","חניות
ללא",0,1,1,1,1,1,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
74,75,"2,270,000 ₪","האצ""ל מפה","דירה, רובע א', אשדוד",5,138,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
75,76,"2,270,000 ₪","האצ""ל מפה","דירה, רובע א', אשדוד",5,138,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
76,77,"2,350,000 ₪",הדקל 5 מפה,"דירה, אשדוד",12,76,"מרפסות
1","קומות בבנין
27","חניות
1",1,0,1,1,1,0,1,1,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",1,0
77,78,"2,350,000 ₪",הדקל 5 מפה,"דירה, אשדוד",12,76,"מרפסות
1","קומות בבנין
27","חניות
1",1,0,1,1,1,0,1,1,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",1,0
78,79,"2,350,000 ₪",הדקל 5 מפה,"דירה, אשדוד",12,76,"מרפסות
1","קומות בבנין
27","חניות
1",1,0,1,1,1,0,1,1,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",1,0
79,80,"1,600,000 ₪",ההגנה 28 מפה,"דירה, רובע א', אשדוד",3,72,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
80,81,"1,650,000 ₪",החרצית 16 מפה,"דירה, רובע ח', אשדוד",3,81,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
81,82,"1,650,000 ₪",החרצית 16 מפה,"דירה, רובע ח', אשדוד",3,81,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
82,83,לא צוין מחיר,הכלנית 1 מפה,"דירה, רובע ח', אשדוד",קרקע,80,none,"קומות בבנין
7","חניות
ללא",1,0,1,1,0,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
83,84,"1,635,000 ₪",הכלנית 23 מפה,"דירה, רובע ח', אשדוד",3,77,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
84,85,"1,550,000 ₪",הכלנית מפה,"דירה, רובע ח', אשדוד",3,78,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
85,86,"1,450,000 ₪",הכלנית מפה,"דירה, רובע ח', אשדוד",5,65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
86,87,"1,900,000 ₪",הכלנית מפה,"דירה, רובע ח', אשדוד",3,106,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
87,88,"1,900,000 ₪",הכלנית מפה,"דירה, רובע ח', אשדוד",3,106,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
88,89,"1,900,000 ₪",הכלנית מפה,"דירה, רובע ח', אשדוד",3,106,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
89,90,"1,580,000 ₪",הכלנית מפה,"דירה, רובע ח', אשדוד",5,80,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
90,91,"1,580,000 ₪",הכלנית מפה,"דירה, רובע ח', אשדוד",5,80,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
91,92,"1,550,000 ₪",המעפילים מפה,"דירה, רובע ב', אשדוד",2,75,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
92,93,"1,580,000 ₪",הנביאים 24 מפה,"דירה, רובע י', אשדוד",3,90,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
93,94,"1,580,000 ₪",הנביאים 24 מפה,"דירה, רובע י', אשדוד",3,90,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
94,95,"1,640,000 ₪",הנביאים 34 מפה,"דירה, רובע י', אשדוד",2,85,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
95,96,"1,640,000 ₪",הנביאים 34 מפה,"דירה, רובע י', אשדוד",2,85,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
96,97,"1,680,000 ₪",הנביאים מפה,"דירה, אשדוד",3,84,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
97,98,"1,600,000 ₪",הנביאים מפה,"דירה, רובע י', אשדוד",3,85,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
98,99,"1,999,000 ₪",הנורית מפה,"דירה, רובע ח', אשדוד",2,111,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
99,100,"1,590,000 ₪",הנורית מפה,"דירה, רובע ח', אשדוד",5,86,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
100,101,"1,590,000 ₪",הנורית מפה,"דירה, רובע ח', אשדוד",5,86,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
101,102,"1,590,000 ₪",הנורית מפה,"דירה, רובע ח', אשדוד",5,86,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
102,103,"1,999,000 ₪",הנורית מפה,"דירה, רובע ח', אשדוד",2,111,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
103,104,"1,999,000 ₪",הנורית מפה,"דירה, רובע ח', אשדוד",2,111,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
104,105,"1,999,000 ₪",הנורית מפה,"דירה, רובע ח', אשדוד",2,111,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
105,106,"1,720,000 ₪",העצמאות מפה,"דירה, רובע הקריה, הסיטי, אשדוד",5,98,"מרפסות
1","קומות בבנין
9","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
01/07/2024",0,0
106,107,"1,799,000 ₪",העצמאות מפה,"דירה, רובע הקריה, הסיטי, אשדוד",4,105,"מרפסות
1","קומות בבנין
8","חניות
1",1,1,1,1,1,1,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
107,108,"1,690,000 ₪",העצמאות מפה,"דירה, רובע הקריה, הסיטי, אשדוד",5,98,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
108,109,"1,690,000 ₪",העצמאות מפה,"דירה, רובע הקריה, הסיטי, אשדוד",5,98,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
109,110,לא צוין מחיר,הציונות 11 מפה,"דירה, רובע הקריה, הסיטי, אשדוד",7,102,"מרפסות
1","קומות בבנין
12","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
