,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
39,40,"1,030,000 ₪",אחווה מפה,"דירה, קרית אליהו, חיפה",4,65,"מרפסות
2","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
40,41,"1,330,000 ₪",אחווה מפה,"דירה, קרית אליהו, חיפה",3,75,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
41,42,"829,000 ₪",אחווה מפה,"דירה, קרית אליהו, חיפה",4,65,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
42,43,"829,000 ₪",אחווה מפה,"דירה, קרית אליהו, חיפה",4,65,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
43,44,"1,030,000 ₪",אחווה מפה,"דירה, קרית אליהו, חיפה",4,65,"מרפסות
2","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
44,45,"1,745,000 ₪",אחוזה מפה,"דירה, אחוזה, חיפה",3,83,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
45,46,"2,590,000 ₪",אחוזה מפה,"דירה, אחוזה, חיפה",9,99,"מרפסות
1","קומות בבנין
12","חניות
1",1,0,1,0,1,1,1,1,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
46,47,"2,590,000 ₪",אחוזה מפה,"דירה, אחוזה, חיפה",9,99,"מרפסות
1","קומות בבנין
12","חניות
1",1,0,1,0,1,1,1,1,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
47,48,"2,150,000 ₪",אחוזה מפה,"דירה, אחוזה, חיפה",2,93,"מרפסות
1","קומות בבנין
4","חניות
2",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
48,49,"2,590,000 ₪",אחוזה מפה,"דירה, אחוזה, חיפה",9,99,"מרפסות
1","קומות בבנין
12","חניות
1",1,0,1,0,1,1,1,1,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
49,50,"2,150,000 ₪",אחוזה מפה,"דירה, אחוזה, חיפה",2,93,"מרפסות
1","קומות בבנין
4","חניות
2",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
50,51,"1,490,000 ₪",אילנות מפה,"דירה, כרמל מערבי, חיפה",2,80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
51,52,"1,490,000 ₪",אילנות מפה,"דירה, כרמל מערבי, חיפה",2,80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
52,53,"1,150,000 ₪",אינטרנשיונל מפה,"דירה, רמות רמז, חיפה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
53,54,"1,150,000 ₪",אינטרנשיונל מפה,"דירה, רמות רמז, חיפה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
54,55,"1,150,000 ₪",אינטרנשיונל מפה,"דירה, רמות רמז, חיפה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
55,56,"1,000,000 ₪",אל מהדי מפה,"דירה, כבאביר, חיפה",1,60,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
56,57,"460,000 ₪",אל עריש 3 מפה,"דירה, ואדי נסנאס, חיפה",קרקע,70,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
57,58,"1,270,000 ₪",אסתר המלכה,"דירה, נווה דוד, חיפה",1,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
58,59,"1,280,000 ₪",אסתר המלכה 4 מפה,"דירה, נווה דוד, חיפה",4,65,none,"קומות בבנין
4","חניות
ללא",0,0,0,1,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",1,0
59,60,"1,270,000 ₪",אסתר המלכה מפה,"דירה, נווה דוד, חיפה",1,75,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
60,61,"1,270,000 ₪",אסתר המלכה מפה,"דירה, נווה דוד, חיפה",1,75,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
61,62,"1,490,000 ₪","אצ""ל מפה","דירה, חיפה",2,85,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0
62,63,"1,490,000 ₪","אצ""ל מפה","דירה, חיפה",2,85,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
63,64,"1,250,000 ₪",ארלוזורוב 81 מפה,"דירה, חיפה",1,70,"מרפסות
1","קומות בבנין
4","חניות
ללא",0,1,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
64,65,"1,250,000 ₪",ארלוזורוב 81 מפה,"דירה, חיפה",1,70,"מרפסות
1","קומות בבנין
4","חניות
ללא",0,1,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
65,66,"1,250,000 ₪",ארלוזורוב 81 מפה,"דירה, חיפה",1,70,"מרפסות
1","קומות בבנין
4","חניות
ללא",0,1,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
66,67,"1,150,000 ₪",ארלוזורוב מפה,"דירה, חיפה",3,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
67,68,"1,090,000 ₪",ארלוזורוב מפה,"דירה, הדר מרכז, חיפה",3,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
68,69,"1,730,000 ₪",ארתור הנטקה מפה,"דירה, אחוזה, חיפה",3,78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
69,70,לא צוין מחיר,אשר מפה,"דירה, נווה שאנן, חיפה",2,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
70,71,לא צוין מחיר,בודנהיימר,"דירה, קרית שפרינצק, חיפה",קרקע,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
71,72,לא צוין מחיר,בודנהיימר,"דירה, קרית שפרינצק, חיפה",קרקע,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
72,73,לא צוין מחיר,בודנהיימר מפה,"דירה, קרית שפרינצק, חיפה",קרקע,75,none,"קומות בבנין
7","חניות
ללא",1,1,0,0,1,0,1,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
73,74,"960,000 ₪",בודנהיימר מפה,"דירה, קרית שפרינצק, חיפה",3,60,none,"קומות בבנין
7","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
74,75,"960,000 ₪",בודנהיימר מפה,"דירה, קרית שפרינצק, חיפה",3,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
75,76,"1,499,999 ₪",בית לחם 47 מפה,"דירה, כרמל צרפתי, חיפה",1,85,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
76,77,"1,385,000 ₪",בית שערים 12,"דירה, עבאס, חיפה",1,75,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,1,none,"תאריך כניסה
כניסה מיידית",0,0
77,78,"1,385,000 ₪",בית שערים 12,"דירה, עבאס, חיפה",1,75,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,1,none,"תאריך כניסה
כניסה מיידית",0,0
78,79,"950,000 ₪",בן יהודה 17,"דירה, מסדה, חיפה",4,73,"מרפסות
1","קומות בבנין
5","חניות
ללא",1,0,0,1,0,0,1,0,0,1,none,"תאריך כניסה
כניסה גמישה",1,0
79,80,"1,050,000 ₪",בן יהודה מפה,"דירה, מסדה, חיפה",3,90,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
80,81,"570,000 ₪",בן יהודה מפה,"דירה, מסדה, חיפה",4,60,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
81,82,"720,000 ₪",בן יהודה מפה,"דירה, הרצליה, חיפה",1,80,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,1,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
82,83,"720,000 ₪",בן יהודה מפה,"דירה, הרצליה, חיפה",1,80,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,1,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
83,84,"720,000 ₪",בן יהודה מפה,"דירה, הרצליה, חיפה",1,80,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,1,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
84,85,"1,850,000 ₪",בנימין ד'ישראלי מפה,"דירה, אחוזה, חיפה",2,65,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,1,0,1,1,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
85,86,"1,850,000 ₪",בנימין ד'ישראלי מפה,"דירה, אחוזה, חיפה",2,65,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,1,0,1,1,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
86,87,"1,850,000 ₪",בנימין ד'ישראלי מפה,"דירה, אחוזה, חיפה",2,65,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,1,0,1,1,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
87,88,"960,000 ₪",בצלאל מפה,"דירה, גאולה, חיפה",1,60,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
88,89,"960,000 ₪",בצלאל מפה,"דירה, גאולה, חיפה",1,60,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
89,90,"960,000 ₪",בצלאל מפה,"דירה, גאולה, חיפה",1,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
90,91,"1,100,000 ₪",בצלאל מפה,"דירה, גאולה, חיפה",1,90,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,1,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
91,92,"1,100,000 ₪",בצלאל מפה,"דירה, גאולה, חיפה",1,90,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,1,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
92,93,"960,000 ₪",בצלאל מפה,"דירה, גאולה, חיפה",1,60,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
93,94,"1,040,000 ₪",בר גיורא,"דירה, חיפה",2,68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
94,95,לא צוין מחיר,בר גיורא 17 מפה,"דירה, הדר עליון, חיפה",1,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
95,96,"870,000 ₪",בר גיורא 42,"דירה, חיפה",1,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
96,97,"1,240,000 ₪",בר גיורא מפה,"דירה, הדר עליון, חיפה",1,100,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
97,98,"1,240,000 ₪",בר גיורא מפה,"דירה, הדר עליון, חיפה",1,100,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
98,99,"650,000 ₪",ברזילי,"דירה, יל""ג, חיפה",קרקע,70,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
99,100,"650,000 ₪",ברזילי מפה,"דירה, יל""ג, חיפה",קרקע,70,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
100,101,"885,000 ₪",ברכת משה 19 מפה,"דירה, גאולה, חיפה",2,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
101,102,"1,220,000 ₪",ברנר 13 מפה,"דירה, רמות רמז, חיפה",1,60,"מרפסות
1",none,"חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
102,103,"1,220,000 ₪",ברנר 13 מפה,"דירה, רמות רמז, חיפה",1,60,"מרפסות
1",none,"חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
103,104,"1,220,000 ₪",ברנר 13 מפה,"דירה, רמות רמז, חיפה",1,60,"מרפסות
1",none,"חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
104,105,"1,220,000 ₪",ברנר 13 מפה,"דירה, רמות רמז, חיפה",1,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
105,106,"1,220,000 ₪",ברנר 13 מפה,"דירה, רמות רמז, חיפה",1,60,"מרפסות
1",none,"חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
106,107,"1,220,000 ₪",ברנר 13 מפה,"דירה, רמות רמז, חיפה",1,60,"מרפסות
1",none,"חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
107,108,"890,000 ₪",בשור 122 מפה,"דירה, נווה יוסף, חיפה",2,75,none,"קומות בבנין
8","חניות
ללא",0,0,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
108,109,"860,000 ₪",בשור 122 מפה,"דירה, נווה יוסף, חיפה",1,74,none,"קומות בבנין
8","חניות
ללא",1,0,0,1,0,1,1,1,0,1,"מצב הנכס
משופץ","תאריך כניסה
30/06/2023",1,0
109,110,"750,000 ₪",בשור מפה,"דירה, נווה יוסף, חיפה",2,55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
110,111,"2,300,000 ₪",בת גלים מפה,"דירה, בת גלים, חיפה",1,77,nan,nan,nan,0,0,1,0,1,1,0,0,0,0,nan,nan,0,0
111,112,"2,300,000 ₪",בת גלים מפה,"דירה, בת גלים, חיפה",1,77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
112,113,"2,300,000 ₪",בת גלים מפה,"דירה, בת גלים, חיפה",1,77,"מרפסות
1","קומות בבנין
5","חניות
ללא",0,0,1,0,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
113,114,"1,650,000 ₪",בת גלים מפה,"דירה, בת גלים, חיפה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
114,115,"2,850,000 ₪",בת גלים מפה,"דירה, בת גלים, חיפה",1,82,"מרפסות
2","קומות בבנין
4","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
115,116,"2,850,000 ₪",בת גלים מפה,"דירה, בת גלים, חיפה",1,82,"מרפסות
2","קומות בבנין
4","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
116,117,"950,000 ₪",גאולה,"דירה, גאולה, חיפה",קרקע,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
