,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
20,21,"1,700,000 ₪",אריה לייב יפה מפה,"דירה, קרית נורדאו, נתניה",3,72,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/09/2023",0,0
21,22,"1,590,000 ₪",אריה מוצקין מפה,"דירה, נתניה",5,72,none,"קומות בבנין
8","חניות
ללא",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
22,23,"2,000,000 ₪",בארי 1 מפה,"דירה, צפון מזרח מרכז העיר, נתניה",6,150,none,"קומות בבנין
6","חניות
ללא",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
23,24,"2,390,000 ₪",בארי 34 מפה,"דירה, צפון מזרח מרכז העיר, נתניה",קרקע,78,none,"קומות בבנין
5","חניות
1",1,0,0,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
24,25,"2,350,000 ₪",ביאליק מפה,"דירה, צפון מערב מרכז העיר, נתניה",3,90,none,"קומות בבנין
3","חניות
1",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
15/12/2023",0,0
25,26,"1,780,000 ₪",בלפור 1 מפה,"דירה, פרדס הגדוד, נתניה",1,47,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
26,27,"2,750,000 ₪",בני בנימין מפה,"דירה, גלי הים, נתניה",2,100,"מרפסות
1","קומות בבנין
14","חניות
1",1,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",1,0
27,28,"2,750,000 ₪",בני בנימין מפה,"דירה, גלי הים, נתניה",2,100,"מרפסות
1","קומות בבנין
14","חניות
1",1,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",1,0
28,29,"1,930,000 ₪",ברודצקי אשר 15 מפה,"דירה, מרכז העיר דרום, נתניה",3,72,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
29,30,"1,990,000 ₪",ברודצקי אשר מפה,"דירה, מרכז העיר דרום, נתניה",3,75,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
30,31,"1,750,000 ₪",גבע 1 מפה,"דירה, מרכז העיר דרום, נתניה",1,85,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
31,32,"1,830,000 ₪",גבע מפה,"דירה, מרכז העיר דרום, נתניה",5,85,none,"קומות בבנין
7","חניות
ללא",0,1,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
32,33,"1,880,000 ₪",גבעת חיים 4 מפה,"דירה, צפון מערב מרכז העיר, נתניה",1,80,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
33,34,"1,880,000 ₪",גבעת חיים מפה,"דירה, צפון מערב מרכז העיר, נתניה",1,77,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
34,35,"1,880,000 ₪",גבעת חיים מפה,"דירה, צפון מערב מרכז העיר, נתניה",1,77,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
35,36,"2,850,000 ₪",גד מכנס 26 מפה,"דירה, מרכז העיר דרום, נתניה",1,100,none,"קומות בבנין
7","חניות
ללא",1,0,1,0,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
36,37,"1,980,000 ₪",גולי קניה 4 מפה,"דירה, רמת חן ובן ציון, נתניה",4,76,"מרפסות
1","קומות בבנין
9","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
37,38,"2,100,000 ₪",גולי קניה מפה,"דירה, רמת חן ובן ציון, נתניה",5,90,"מרפסות
1","קומות בבנין
9","חניות
1",1,0,1,0,1,1,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",1,0
38,39,לא צוין מחיר,גיורא יוספטל 12 מפה,"דירה, נאות הרצל, נתניה",3,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,1,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
39,40,"1,700,000 ₪",גיורא יוספטל 15 מפה,"דירה, נאות הרצל, נתניה",3,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
40,41,"1,650,000 ₪",גיורא יוספטל 4 מפה,"דירה, נאות הרצל, נתניה",3,76,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
41,42,"2,100,000 ₪",גיורא יוספטל 43 מפה,"דירה, נאות הרצל, נתניה",1,49,none,"קומות בבנין
3","חניות
3",0,1,0,1,0,0,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
42,43,"1,690,000 ₪",גיורא יוספטל 7 מפה,"דירה, נאות הרצל, נתניה",1,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
43,44,"1,820,000 ₪","ד""ר אמיל זומרשטיין 5 מפה","דירה, צפון מערב מרכז העיר, נתניה",2,55,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
44,45,"2,300,000 ₪","ד""ר יהודה פרח 5","דירה, קרית השרון, נתניה",6,88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
45,46,"2,150,000 ₪","ד""ר יהודה פרח מפה","דירה, קרית השרון, נתניה",5,83,"מרפסות
1","קומות בבנין
7","חניות
1",1,1,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
30/11/2024",0,0
46,47,"1,850,000 ₪","ד""ר יהושע טהון 14 מפה","דירה, צפון מערב מרכז העיר, נתניה",1,65,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
47,48,"1,850,000 ₪","ד""ר יהושע טהון 14 מפה","דירה, צפון מערב מרכז העיר, נתניה",1,65,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
48,49,"1,850,000 ₪","ד""ר יהושע טהון 16","דירה, צפון מערב מרכז העיר, נתניה",3,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,none,"תאריך כניסה
כניסה גמישה",0,0
49,50,"1,620,000 ₪","ד""ר סטופ 14 מפה","דירה, נאות שקד, נתניה",4,70,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
50,51,"1,780,000 ₪","ד""ר סטופ 34 מפה","דירה, נאות שקד, נתניה",1,75,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
51,52,"1,690,000 ₪","ד""ר סטופ מפה","דירה, נאות שקד, נתניה",6,70,none,"קומות בבנין
9","חניות
1",1,0,1,1,1,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
52,53,"1,500,000 ₪","ד""ר סטופ מפה","דירה, נאות שקד, נתניה",1,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
53,54,"1,490,000 ₪","ד""ר שמורק 11 מפה","דירה, נאות שקד, נתניה",3,75,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
54,55,"1,590,000 ₪","ד""ר שמורק 13 מפה","דירה, נאות שקד, נתניה",8,70,none,"קומות בבנין
8","חניות
1",1,1,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
55,56,"1,750,000 ₪","ד""ר שמורק 13 מפה","דירה, נאות שקד, נתניה",3,75,none,"קומות בבנין
8","חניות
ללא",1,0,1,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
56,57,"1,510,000 ₪","ד""ר שמורק מפה","דירה, נאות שקד, נתניה",9,70,none,"קומות בבנין
9","חניות
ללא",1,1,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
57,58,"15,500,000 ₪","ד""ר שמורק מפה","דירה, נאות שקד, נתניה",9,63,none,"קומות בבנין
9","חניות
3",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
58,59,"1,390,000 ₪",דוד פרישמן מפה,"דירה, נאות הרצל, נתניה",2,70,none,"קומות בבנין
3","חניות
ללא",0,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
59,60,"2,590,000 ₪",דוד רזניק 11 מפה,"דירה, גלי הים, נתניה",1,90,"מרפסות
1","קומות בבנין
16","חניות
2",1,0,1,0,1,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
60,61,"2,590,000 ₪",דוד רזניק 11 מפה,"דירה, גלי הים, נתניה",1,90,"מרפסות
1","קומות בבנין
16","חניות
2",1,0,1,0,1,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
61,62,"1,550,000 ₪",דוד רמז מפה,"דירה, מרכז העיר דרום, נתניה",2,68,none,"קומות בבנין
7","חניות
ללא",0,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
62,63,"1,550,000 ₪",דוד רמז מפה,"דירה, מרכז העיר דרום, נתניה",2,68,none,"קומות בבנין
7","חניות
ללא",0,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
63,64,"1,550,000 ₪",דוד רמז מפה,"דירה, מרכז העיר דרום, נתניה",2,68,none,"קומות בבנין
7","חניות
ללא",0,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
64,65,"1,590,000 ₪",דיזנגוף 37 מפה,"דירה, מרכז העיר דרום, נתניה",3,90,none,"קומות בבנין
5","חניות
1",1,0,1,1,1,0,1,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
65,66,"3,350,000 ₪",דיזנגוף מפה,"דירה, נתניה",20,91,"מרפסות
1","קומות בבנין
28","חניות
1",1,0,1,0,1,1,1,0,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
66,67,"1,850,000 ₪",דרך רזיאל מפה,"דירה, צפון מזרח מרכז העיר, נתניה",3,95,none,"קומות בבנין
4","חניות
ללא",1,0,1,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
67,68,"1,690,000 ₪",הברבור מפה,"דירה, קרית רבין, נתניה",2,72,none,"קומות בבנין
2","חניות
ללא",0,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
68,69,"2,980,000 ₪",הבריגדה היהודית מפה,"דירה, גלי הים, נתניה",5,123,"מרפסות
1","קומות בבנין
9","חניות
1",1,1,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
69,70,"4,200,000 ₪",הגילה מפה,"דירה, נוף הטיילת, נתניה",4,155,"מרפסות
1","קומות בבנין
13","חניות
2",1,0,1,0,1,1,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
01/11/2025",1,0
70,71,"2,250,000 ₪",הגליל 29 מפה,"דירה, מרכז העיר דרום, נתניה",2,90,none,"קומות בבנין
4","חניות
1",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
71,72,"2,285,000 ₪",הגלעד מפה,"דירה, קרית השרון, נתניה",4,95,"מרפסות
1","קומות בבנין
7","חניות
2",1,0,1,1,0,1,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
72,73,"2,590,000 ₪",החשמונאים 7 מפה,"דירה, צפון מזרח מרכז העיר, נתניה",17,90,"מרפסות
1","קומות בבנין
20","חניות
1",1,0,1,0,0,0,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
73,74,"2,350,000 ₪",החשמונאים 7 מפה,"דירה, צפון מזרח מרכז העיר, נתניה",8,88,"מרפסות
1","קומות בבנין
20","חניות
1",1,0,1,0,1,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
15/10/2023",1,0
74,75,"2,350,000 ₪",החשמונאים 7 מפה,"דירה, צפון מזרח מרכז העיר, נתניה",8,88,"מרפסות
1","קומות בבנין
20","חניות
1",1,0,1,0,1,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
15/10/2023",1,0
75,76,"2,300,000 ₪",החשמונאים 7 מפה,"דירה, צפון מזרח מרכז העיר, נתניה",5,102,"מרפסות
1","קומות בבנין
20","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
76,77,"3,500,000 ₪",המעפילים 12 מפה,"דירה, צפון מערב מרכז העיר, נתניה",4,120,none,"קומות בבנין
7","חניות
1",1,0,1,0,1,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",1,0
77,78,"1,490,000 ₪",הנביאים מפה,"דירה, רמת ידין, נתניה",1,67,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
78,79,"1,890,000 ₪",העלייה 8 מפה,"דירה, רמת ידין, נתניה",4,80,"מרפסות
1","קומות בבנין
39","חניות
1",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
79,80,"1,950,000 ₪",הפורצים מפה,"דירה, נתניה",1,100,none,"קומות בבנין
4","חניות
1",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
80,81,"1,950,000 ₪",הפורצים מפה,"דירה, נתניה",1,100,none,"קומות בבנין
4","חניות
1",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
81,82,"1,950,000 ₪",הפורצים מפה,"דירה, נתניה",1,100,none,"קומות בבנין
4","חניות
1",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
82,83,"1,700,000 ₪",הרב זוארץ פריג'ה מפה,"דירה, נאות גנים, נתניה",2,70,none,"קומות בבנין
9","חניות
1",1,0,1,1,1,1,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
83,84,"1,630,000 ₪",הרב זוארץ פריג'ה מפה,"דירה, נתניה",3,72,none,"קומות בבנין
9","חניות
ללא",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
84,85,"1,490,000 ₪",הרב יצחק בן חנן 2 מפה,"דירה, נאות גנים, נתניה",2,71,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
85,86,"1,490,000 ₪",הרב יצחק בן חנן 3 מפה,"דירה, נאות גנים, נתניה",1,69,none,"קומות בבנין
4","חניות
3",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
86,87,"1,300,000 ₪",הרב יצחק בן חנן מפה,"דירה, נאות גנים, נתניה",2,70,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
87,88,"1,650,000 ₪",הרב יצחק הלוי מברדיצ'ב 4 מפה,"דירה, קרית נורדאו, נתניה",2,70,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/09/2023",0,0
88,89,"1,550,000 ₪",הרב יצחק הלוי מברדיצ'ב 4 מפה,"דירה, קרית נורדאו, נתניה",1,70,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
89,90,"1,580,000 ₪",הרב יצחק הלוי מברדיצ'ב מפה,"דירה, קרית נורדאו, נתניה",3,65,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
90,91,"2,000,000 ₪",הרב משולם ראט 19,"דירה, כוכב הים, נתניה",1,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,1,1,0,1,0,0,0,none,"תאריך כניסה
31/08/2023",0,0
91,92,"1,980,000 ₪",הרב קוק 8 מפה,"דירה, צפון מערב מרכז העיר, נתניה",5,84,none,"קומות בבנין
6","חניות
1",1,0,1,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
92,93,"1,570,000 ₪",הרב רפאל אנקווה 13 מפה,"דירה, קרית נורדאו, נתניה",3,70,"מרפסות
1","קומות בבנין
3","חניות
1",1,1,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
93,94,"1,860,000 ₪",הרב רפאל אנקווה 14 מפה,"דירה, קרית נורדאו, נתניה",1,75,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
94,95,"1,740,000 ₪",הרב רפאל אנקווה 9 מפה,"דירה, קרית נורדאו, נתניה",7,70,none,"קומות בבנין
8","חניות
ללא",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
95,96,"1,950,000 ₪",הרטום 10 מפה,"דירה, משכנות זבולון, נתניה",3,76,"מרפסות
2","קומות בבנין
6","חניות
ללא",1,0,1,1,0,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,1
96,97,"2,200,000 ₪",הרטום 30 מפה,"דירה, קרית השרון, נתניה",3,80,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,0,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
97,98,"1,990,000 ₪",הרטום 6 מפה,"דירה, משכנות זבולון, נתניה",2,75,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/08/2023",0,1
98,99,"1,790,000 ₪",השר בכור שטרית מפה,"דירה, קרית נורדאו, נתניה",3,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
99,100,"1,950,000 ₪",השר בכור שטרית מפה,"דירה, קרית נורדאו, נתניה",קרקע,54,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,1,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
100,101,"1,650,000 ₪",השר ישראל בר יהודה 12 מפה,"דירה, קרית נורדאו, נתניה",2,70,none,"קומות בבנין
8","חניות
1",1,1,1,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
101,102,"2,880,000 ₪","זלמן שז""ר 16 מפה","דירה, רמת פולג, נתניה",7,85,"מרפסות
1","קומות בבנין
18","חניות
1",1,0,1,0,0,1,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/11/2023",0,0
102,103,"3,000,000 ₪","זלמן שז""ר 16 מפה","דירה, רמת פולג, נתניה",7,85,"מרפסות
1","קומות בבנין
19","חניות
1",1,0,1,0,1,1,0,1,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
103,104,"2,800,000 ₪","זלמן שז""ר 16 מפה","דירה, נתניה",2,97,none,"קומות בבנין
18","חניות
1",1,0,1,0,0,1,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
104,105,"1,850,000 ₪",זלמן שניאור 37 מפה,"דירה, קרית נורדאו, נתניה",4,64,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
