,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
10,11,"3,850,000 ₪",אביגדור סטימצקי מפה,"דירה, הגוש הגדול, רמת אביב החדשה, נופי ים, תל אביב יפו",1,80,none,"קומות בבנין
9","חניות
1",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
11,12,"3,490,000 ₪",אבן גבירול מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,66,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
12,13,"11,800,000 ₪","אד""ם הכהן מפה","דירה, הצפון הישן - צפון, תל אביב יפו",14,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
13,14,"11,800,000 ₪","אד""ם הכהן מפה","דירה, הצפון הישן - צפון, תל אביב יפו",14,90,"מרפסות
1","קומות בבנין
17","חניות
2",1,0,1,0,1,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
30/08/2023",0,0
14,15,"11,800,000 ₪","אד""ם הכהן מפה","דירה, הצפון הישן - צפון, תל אביב יפו",14,90,"מרפסות
1","קומות בבנין
17","חניות
2",1,0,1,0,1,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
30/08/2023",0,0
15,16,"2,850,000 ₪",אדירים 1 מפה,"דירה, נווה שרת, תל אביב יפו",3,57,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
16,17,"2,850,000 ₪",אדירים 1 מפה,"דירה, נווה שרת, תל אביב יפו",3,57,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
17,18,"2,850,000 ₪",אדירים 1 מפה,"דירה, נווה שרת, תל אביב יפו",3,57,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
18,19,"2,190,000 ₪",אוהלי יעקב 5 מפה,"דירה, נווה עופר, תל כביר, תל אביב יפו",1,65,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,1,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
19,20,"2,499,000 ₪",אוהלי יעקב מפה,"דירה, נווה עופר, תל כביר, תל אביב יפו",2,72,none,"קומות בבנין
10","חניות
ללא",1,1,1,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
20,21,"4,850,000 ₪",אוסישקין מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,78,none,"קומות בבנין
5","חניות
1",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
21,22,"4,850,000 ₪",אוסישקין מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,78,none,"קומות בבנין
5","חניות
1",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
22,23,"5,650,000 ₪","אזורי חן , גימל החדשה מפה","דירה, אזורי חן, גימל החדשה, תל אביב יפו",9,80,"מרפסות
1","קומות בבנין
11","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
23,24,"5,650,000 ₪","אזורי חן, גימל החדשה מפה","דירה, אזורי חן, גימל החדשה, תל אביב יפו",9,80,"מרפסות
1","קומות בבנין
11","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
24,25,"5,650,000 ₪","אזורי חן, גימל החדשה מפה","דירה, אזורי חן, גימל החדשה, תל אביב יפו",9,80,"מרפסות
1","קומות בבנין
11","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
25,26,"4,900,000 ₪",אחד העם מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",3,61,none,"קומות בבנין
6","חניות
1",1,0,1,1,1,0,1,1,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
26,27,"4,900,000 ₪",אחד העם מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",3,61,none,"קומות בבנין
6","חניות
1",1,0,1,1,1,0,1,1,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
27,28,"4,900,000 ₪",אחד העם מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",3,61,none,"קומות בבנין
6","חניות
1",1,0,1,1,1,0,1,1,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
28,29,"4,900,000 ₪",אחד העם מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",3,61,none,"קומות בבנין
6","חניות
1",1,0,1,1,1,0,1,1,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
29,30,"4,900,000 ₪",אחד העם מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",3,61,none,"קומות בבנין
6","חניות
1",1,0,1,1,1,0,1,1,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
30,31,"4,000,000 ₪",אייגר 14 מפה,"דירה, נווה שאנן, תל אביב יפו",5,70,"מרפסות
1","קומות בבנין
6","חניות
1",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
31,32,"3,583,500 ₪",אייגר 14 מפה,"דירה, נווה שאנן, תל אביב יפו",1,67,"מרפסות
1","קומות בבנין
6","חניות
1",0,0,1,0,0,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
32,33,"2,700,000 ₪",איילת השחר מפה,"דירה, נווה שאנן, תל אביב יפו",3,55,"מרפסות
1","קומות בבנין
6","חניות
ללא",1,1,1,1,1,1,0,1,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
33,34,"2,800,000 ₪",איינשטיין 14 מפה,"דירה, תכנית ל', למד, תל אביב יפו",2,76,"מרפסות
1","קומות בבנין
12","חניות
1",1,0,1,0,1,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
34,35,"5,150,000 ₪","איתמר בן אב""י מפה","דירה, גני שרונה, קרית הממשלה, תל אביב יפו",קרקע,74,"מרפסות
1","קומות בבנין
5","חניות
1",1,0,1,1,1,1,1,0,0,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
35,36,"2,300,000 ₪",אלברט קיוסו מפה,"דירה, תל אביב יפו",6,71,none,"קומות בבנין
7","חניות
ללא",0,0,1,0,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
36,37,"3,900,000 ₪",אלחריזי מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,62,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
37,38,"3,780,000 ₪",אלחריזי מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",2,68,none,"קומות בבנין
3","חניות
ללא",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
38,39,"3,900,000 ₪",אלחריזי מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,64,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
39,40,"3,900,000 ₪",אלחריזי מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,64,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
40,41,"3,900,000 ₪",אלחריזי מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,62,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
41,42,"3,900,000 ₪",אלחריזי מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,62,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
42,43,"3,900,000 ₪",אלחריזי מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",1,62,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
43,44,"6,000,000 ₪",אליהו ברלין מפה,"דירה, אזורי חן, גימל החדשה, תל אביב יפו",1,90,none,"קומות בבנין
9","חניות
2",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
44,45,"6,000,000 ₪",אליהו ברלין מפה,"דירה, אזורי חן, גימל החדשה, תל אביב יפו",1,90,none,"קומות בבנין
9","חניות
2",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
45,46,"6,000,000 ₪",אליהו ברלין מפה,"דירה, אזורי חן, גימל החדשה, תל אביב יפו",1,90,none,"קומות בבנין
9","חניות
2",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",1,0
46,47,"4,250,000 ₪",אליהו ספיר מפה,"דירה, הצפון הישן - דרום, תל אביב יפו",2,65,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
47,48,"6,150,000 ₪",אליעזר קפלן מפה,"דירה, גני שרונה, קרית הממשלה, תל אביב יפו",6,63,"מרפסות
1","קומות בבנין
40","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
48,49,"3,920,000 ₪",אלכסנדר סשה ארגוב 21 מפה,"דירה, המשתלה, תל אביב יפו",3,83,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,1,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
49,50,"3,990,000 ₪",אלכסנדר סשה ארגוב 5 מפה,"דירה, המשתלה, תל אביב יפו",3,82,"מרפסות
1","קומות בבנין
6","חניות
2",1,0,1,1,1,1,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
50,51,"3,990,000 ₪",אלכסנדר סשה ארגוב 5 מפה,"דירה, המשתלה, תל אביב יפו",3,82,"מרפסות
1","קומות בבנין
5","חניות
2",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
51,52,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
52,53,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
53,54,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
54,55,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
55,56,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
56,57,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
57,58,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
58,59,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
59,60,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
60,61,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
61,62,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,56,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
62,63,"2,580,000 ₪",אלמגור מפה,"דירה, נווה שרת, תל אביב יפו",2,56,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
63,64,"10,500,000 ₪",אלנבי 1 מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",8,104,"מרפסות
1","קומות בבנין
20","חניות
1",1,0,1,0,1,1,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",1,0
64,65,"6,500,000 ₪",אלנבי 9 מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",2,98,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
65,66,"6,500,000 ₪",אלנבי 9 מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",2,98,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
66,67,"6,500,000 ₪",אלנבי 9 מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",2,98,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
67,68,"5,500,000 ₪",אלנבי מפה,"דירה, כרם התימנים, תל אביב יפו",2,75,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
68,69,"5,500,000 ₪",אלנבי מפה,"דירה, כרם התימנים, תל אביב יפו",2,75,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
69,70,"5,500,000 ₪",אלנבי מפה,"דירה, כרם התימנים, תל אביב יפו",2,75,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
70,71,"3,500,000 ₪",אמסטרדם מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",2,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
71,72,"3,500,000 ₪",אמסטרדם מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",2,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
72,73,"2,750,000 ₪",אפלטון מפה,"דירה, תל אביב יפו",5,96,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
73,74,"2,750,000 ₪",אפלטון מפה,"דירה, תל אביב יפו",5,96,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
74,75,"2,750,000 ₪",אפלטון מפה,"דירה, תל אביב יפו",5,96,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
75,76,"2,490,000 ₪",אפלטון מפה,"דירה, נווה גולן, יפו ג', תל אביב יפו",6,80,none,"קומות בבנין
7","חניות
ללא",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",1,0
76,77,"2,490,000 ₪",אפלטון מפה,"דירה, נווה גולן, יפו ג', תל אביב יפו",6,80,none,"קומות בבנין
7","חניות
ללא",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",1,0
77,78,"2,750,000 ₪",אפלטון מפה,"דירה, תל אביב יפו",5,96,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
78,79,"2,490,000 ₪",אפלטון מפה,"דירה, נווה גולן, יפו ג', תל אביב יפו",5,80,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",1,0
79,80,"2,750,000 ₪",אפלטון מפה,"דירה, תל אביב יפו",5,96,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0
80,81,"2,490,000 ₪",אפלטון מפה,"דירה, נווה גולן, יפו ג', תל אביב יפו",6,80,none,"קומות בבנין
7","חניות
ללא",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",1,0
81,82,"4,850,000 ₪",ארבע ארצות מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",3,80,"מרפסות
1","קומות בבנין
5","חניות
ללא",1,0,1,1,0,0,1,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
82,83,"5,150,000 ₪",אריה פסטרנק מפה,"דירה, נווה אביבים, תל אביב יפו",11,100,none,"קומות בבנין
12","חניות
1",0,0,1,0,1,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
83,84,"5,150,000 ₪",אריה פסטרנק מפה,"דירה, נווה אביבים, תל אביב יפו",11,100,none,"קומות בבנין
12","חניות
1",0,0,1,0,1,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
84,85,"12,600,000 ₪",ארלוזורוב 17 מפה,"דירה, הצפון הישן - צפון, תל אביב יפו",4,136,"מרפסות
1","קומות בבנין
30","חניות
2",1,0,1,0,1,1,1,1,1,1,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",1,0
85,86,"3,100,000 ₪",ארלוזורוב מפה,"דירה, הצפון החדש - כיכר המדינה, תל אביב יפו",2,70,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
86,87,"3,150,000 ₪",ארנון 17 מפה,"דירה, הצפון הישן - דרום, תל אביב יפו",קרקע,58,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
87,88,"3,380,000 ₪",ארנון מפה,"דירה, הצפון הישן - דרום, תל אביב יפו",3,63,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
88,89,"4,250,000 ₪",ארתור רובינשטיין מפה,"דירה, הגוש הגדול, רמת אביב החדשה, נופי ים, תל אביב יפו",6,96,"מרפסות
1","קומות בבנין
10","חניות
2",1,0,1,1,1,1,0,1,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
89,90,"4,250,000 ₪",ארתור רובינשטיין מפה,"דירה, הגוש הגדול, רמת אביב החדשה, נופי ים, תל אביב יפו",6,96,"מרפסות
1","קומות בבנין
10","חניות
2",1,0,1,1,1,1,0,1,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
90,91,"4,250,000 ₪",ארתור רובינשטיין מפה,"דירה, הגוש הגדול, רמת אביב החדשה, נופי ים, תל אביב יפו",6,96,"מרפסות
1","קומות בבנין
10","חניות
2",1,0,1,1,1,1,0,1,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
91,92,"2,380,000 ₪",אשרמן 7 מפה,"דירה, רמת הטייסים, תל אביב יפו",3,50,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
92,93,"6,290,000 ₪",בארט 5 מפה,"דירה, נווה אביבים, תל אביב יפו",3,132,"מרפסות
1","קומות בבנין
5","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
01/10/2024",0,0
93,94,"4,090,000 ₪",בבלי מפה,"דירה, בבלי, תל אביב יפו",4,83,none,"קומות בבנין
8","חניות
1",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
94,95,"6,550,000 ₪",בבלי מפה,"דירה, בבלי, תל אביב יפו",22,107,"מרפסות
1","קומות בבנין
32","חניות
2",1,0,1,1,1,1,0,1,0,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
95,96,"6,550,000 ₪",בבלי מפה,"דירה, בבלי, תל אביב יפו",22,107,"מרפסות
1","קומות בבנין
32","חניות
2",1,0,1,1,1,1,0,1,0,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
96,97,"6,550,000 ₪",בבלי מפה,"דירה, בבלי, תל אביב יפו",22,107,"מרפסות
1","קומות בבנין
32","חניות
2",1,0,1,1,1,1,0,1,0,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
97,98,"6,550,000 ₪",בבלי מפה,"דירה, בבלי, תל אביב יפו",22,107,"מרפסות
1","קומות בבנין
32","חניות
2",1,0,1,1,1,1,0,1,0,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
98,99,"5,900,000 ₪",בוגרשוב 68 מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",קרקע,79,none,"קומות בבנין
5","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
99,100,"4,100,000 ₪",בוגרשוב מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",3,75,"מרפסות
1","קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
100,101,"5,500,000 ₪",בוקי בן יגלי 3 מפה,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",1,75,none,"קומות בבנין
3","חניות
1",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
