,Unnamed: 0,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka,construction_evacuation,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
12,12,"1,150,000 ₪",אינטרנשיונל,"דירה, רמות רמז, חיפה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0,0,"475,000","520,000",530000,"600,000",723333,none,none,"850,000",none,"860,000",1015000,911250,1301333,1650000
13,13,"1,490,000 ₪",אצל,"דירה, חיפה",2,85,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,none,361790,"555,000",none,"585,000","718,000",none,none,none,"1,060,000",none,900000,1115000,none
14,14,"1,090,000 ₪",ארלוזורוב,"דירה, הדר מרכז, חיפה",3,100,,,,,,,,,,,,,,,,0,0,0,731695,405060,423827,494108,610714,573427,619200,593181,1019375,618333,750000,750066,824651,890000
15,15,"1,150,000 ₪",ארלוזורוב,"דירה, חיפה",3,90,,,,,,,,,,,,,,,,0,0,0,731695,405060,423827,494108,610714,573427,619200,593181,1019375,618333,750000,750066,824651,890000
16,16,"1,250,000 ₪",ארלוזורוב 81,"דירה, חיפה",1,70,"מרפסות
1","קומות בבנין
4","חניות
ללא",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,731695,405060,423827,494108,610714,573427,619200,593181,1019375,618333,750000,750066,824651,890000
17,17,לא צוין מחיר,אשר,"דירה, נווה שאנן, חיפה",2,75,,,,,,,,,,,,,,,,0,0,0,none,"770,000",none,none,none,none,none,none,none,none,none,1490000,none,none
18,18,"960,000 ₪",בודנהימר,"דירה, קרית שפרינצק, חיפה",3,60,none,"קומות בבנין
7","חניות
ללא",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
19,19,לא צוין מחיר,בודנהימר,"דירה, קרית שפרינצק, חיפה",קרקע,75,,,,,,,,,,,,,,,,0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
20,20,לא צוין מחיר,בודנהימר,"דירה, קרית שפרינצק, חיפה",קרקע,75,none,"קומות בבנין
7","חניות
ללא",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
21,21,"960,000 ₪",בצלאל,"דירה, גאולה, חיפה",1,60,none,"קומות בבנין
3","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,"360,000","410,000",474500,none,472500,850000,none,"412,000","600,000",none,"852,000",904000,935375,1077000
22,22,"1,100,000 ₪",בצלאל,"דירה, גאולה, חיפה",1,90,"מרפסות
1","קומות בבנין
3","חניות
ללא",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,"360,000","410,000",474500,none,472500,850000,none,"412,000","600,000",none,"852,000",904000,935375,1077000
23,23,"650,000 ₪",ברזילי,"דירה, יל""ג, חיפה",קרקע,70,none,"קומות בבנין
3","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
24,24,"650,000 ₪",ברזילי,"דירה, יל""ג, חיפה",קרקע,70,,,,,,,,,,,,,,,,0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
25,25,"1,220,000 ₪",ברנר 13,"דירה, רמות רמז, חיפה",1,48,"מרפסות
1",none,"חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,4,none,592500,none,none,none,none,none,none,none,none,803000,970000,1112500,none
26,26,"750,000 ₪",בשור,"דירה, נווה יוסף, חיפה",2,55,,,,,,,,,,,,,,,,0,0,0,"300,300","390,000",none,none,"515,000",494250,none,"482,000",none,537757,523000,574575,616458,670000
27,27,"860,000 ₪",בשור 122,"דירה, נווה יוסף, חיפה",1,73,none,"קומות בבנין
8","חניות
ללא",1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
30/06/2023",1,0,0,none,"390,000",none,none,"515,000","548,500",none,none,none,none,none,575400,601666,none
28,28,"890,000 ₪",בשור 122,"דירה, נווה יוסף, חיפה",2,73,none,"קומות בבנין
8","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0,0,none,"390,000",none,none,"515,000","548,500",none,none,none,none,none,575400,601666,none
29,29,"950,000 ₪",גאולה,"דירה, גאולה, חיפה",קרקע,75,,,,,,,,,,,,,,,,0,0,0,370000,451333,"450,000","515,000",686666,774666,2662013,651164,none,none,1016964,691500,871407,1200000
30,30,"950,000 ₪",גאולה,"דירה, גאולה, חיפה",קרקע,75,"מרפסות
1","קומות בבנין
4","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,370000,451333,"450,000","515,000",686666,774666,2662013,651164,none,none,1016964,691500,871407,1200000
31,31,"1,090,000 ₪",גדנע,"דירה, קרית אליעזר, חיפה",2,65,,,,,,,,,,,,,,,,0,0,0,none,none,none,"560,000","641,711","685,000","660,660","1,100,000",none,"750,000",980000,797500,1105000,none
32,32,לא צוין מחיר,גולומב אליהו,"דירה, הדר עליון, חיפה",3,74,,,,,,,,,,,,,,,,0,0,0,545750,470600,518096,"580,000","955,000",826966,"835,000",913750,"1,060,000",none,none,1054166,959925,none
33,33,"1,700,000 ₪",גולומב אליהו,"דירה, הדר עליון, חיפה",9,90,none,"קומות בבנין
9","חניות
ללא",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0,0,545750,470600,518096,"580,000","955,000",826966,"835,000",913750,"1,060,000",none,none,1054166,959925,none
34,34,"1,700,000 ₪",גולומב אליהו 23,"דירה, הדר עליון, חיפה",9,90,none,"קומות בבנין
9","חניות
ללא",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0,0,545750,470600,518096,"580,000","955,000",826966,"835,000",913750,"1,060,000",none,none,1054166,959925,none
35,35,"1,250,000 ₪",גולומב אליהו 8,"דירה, הדר עליון, חיפה",3,75,"מרפסות
1","קומות בבנין
3","חניות
ללא",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,545750,470600,518096,"580,000","955,000",826966,"835,000",913750,"1,060,000",none,none,1054166,959925,none
36,36,"1,200,000 ₪",גולומב אליהו 8,"דירה, הדר עליון, חיפה",1,90,"מרפסות
1","קומות בבנין
3","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,545750,470600,518096,"580,000","955,000",826966,"835,000",913750,"1,060,000",none,none,1054166,959925,none
37,37,"1,040,000 ₪",גיורא בר,"דירה, חיפה",2,68,,,,,,,,,,,,,,,,0,0,0,374575,508500,595000,528750,665000,674540,"713,000",526666,none,803333,"755,000",747416,893400,1125000
38,38,"1,240,000 ₪",גיורא בר,"דירה, הדר עליון, חיפה",1,100,"מרפסות
1","קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,374575,508500,595000,528750,665000,674540,"713,000",526666,none,803333,"755,000",747416,893400,1125000
39,39,לא צוין מחיר,גיורא בר 17,"דירה, הדר עליון, חיפה",1,60,none,"קומות בבנין
4","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,485000,none,none,none,none,none,none,none,none,"715,000",none,none,none,none
40,40,"870,000 ₪",גיורא בר 42,"דירה, חיפה",1,70,,,,,,,,,,,,,,,,0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,850000,none
41,41,"1,130,000 ₪",גלבוע,"דירה, נווה שאנן, חיפה",2,70,,,,,,,,,,,,,,,,0,0,0,726666,"1,146,669","770,000","1,135,000",1288750,"930,000","1,000,000",none,"1,160,000",none,1205000,1185000,1215000,none
42,42,"2,850,000 ₪",גלים בת,"דירה, בת גלים, חיפה",1,82,"מרפסות
2","קומות בבנין
4","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,1865000,1646164,none
43,43,"2,300,000 ₪",גלים בת,"דירה, בת גלים, חיפה",1,77,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,none,none,none,none,none,none,none,none,none,none,none,1865000,1646164,none
44,44,"1,650,000 ₪",גלים בת,"דירה, בת גלים, חיפה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,1865000,1646164,none
45,45,"1,190,000 ₪",דגניה,"דירה, קרית חיים מערבית, חיפה",4,55,,,,,,,,,,,,,,,,0,0,0,299857,394600,385000,405714,479500,534428,535000,537500,635000,562500,617812,609279,831613,996666
46,46,"900,000 ₪",דגניה,"דירה, חיפה",2,55,,,,,,,,,,,,,,,,0,0,0,299857,394600,385000,405714,479500,534428,535000,537500,635000,562500,617812,609279,831613,996666
47,47,"1,250,000 ₪",דגניה,"דירה, קרית חיים מערבית, חיפה",1,60,none,"קומות בבנין
4","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,299857,394600,385000,405714,479500,534428,535000,537500,635000,562500,617812,609279,831613,996666
48,48,"870,000 ₪",דגניה,"דירה, קרית חיים מערבית, חיפה",1,64,,,,,,,,,,,,,,,,0,0,0,299857,394600,385000,405714,479500,534428,535000,537500,635000,562500,617812,609279,831613,996666
49,49,"930,000 ₪",דגניה,"דירה, קרית חיים מערבית, חיפה",קרקע,60,none,"קומות בבנין
1","חניות
ללא",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0,0,299857,394600,385000,405714,479500,534428,535000,537500,635000,562500,617812,609279,831613,996666
50,50,"899,000 ₪",דגניה,"דירה, קרית חיים מערבית, חיפה",4,60,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,299857,394600,385000,405714,479500,534428,535000,537500,635000,562500,617812,609279,831613,996666
51,51,"1,280,000 ₪",דגניה,"דירה, קרית חיים מערבית, חיפה",1,60,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,299857,394600,385000,405714,479500,534428,535000,537500,635000,562500,617812,609279,831613,996666
52,52,"975,000 ₪",דגניה 19,"דירה, קרית חיים מערבית, חיפה",קרקע,55,none,"קומות בבנין
1","חניות
ללא",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,"540,000",none,none,"520,000",none,none,none,none,none,none
53,53,"1,249,000 ₪",דובנוב,"דירה, רמות רמז, חיפה",2,75,none,"קומות בבנין
6","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,520000,560000,671333,615000,795000,787500,1092500,915000,891970,914106,963000,968250,1097142,none
54,54,"1,490,000 ₪",דובנוב 7,"דירה, רמות רמז, חיפה",-3,62,none,"קומות בבנין
5","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,860000,1017500,1050000,none
55,55,"1,850,000 ₪",דישראלי בנימין,"דירה, אחוזה, חיפה",2,65,"מרפסות
1","קומות בבנין
3","חניות
1",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
56,56,"1,290,000 ₪",דרור,"דירה, קרית אליעזר, חיפה",3,70,,,,,,,,,,,,,,,,0,0,0,none,"477,000",421666,"555,000","570,000","420,000",none,none,none,none,none,1100000,1012500,none
57,57,"1,250,000 ₪",דריפוס,"דירה, קרית שפרינצק, חיפה",1,65,,,,,,,,,,,,,,,,0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
58,58,"1,250,000 ₪",דריפוס,"דירה, קרית שפרינצק, חיפה",7,75,none,"קומות בבנין
8","חניות
ללא",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
59,59,"1,190,000 ₪",דריפוס 18,"דירה, חיפה",6,65,none,"קומות בבנין
9","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
60,60,לא צוין מחיר,דרך אלנבי,"דירה, חיפה",4,80,,,,,,,,,,,,,,,,0,0,0,339323,438443,463916,516056,640888,624592,697000,730034,805794,937034,777240,none,none,none
61,61,"1,480,000 ₪",דרך אלנבי 110,"דירה, קרית אליעזר, חיפה",4,65,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,none,"תאריך כניסה
כניסה מיידית",0,0,0,339323,438443,463916,516056,640888,624592,697000,730034,805794,937034,777240,none,none,none
62,62,"975,000 ₪",דרך אלנבי 119,"דירה, קרית אליעזר, חיפה",4,72,,,,,,,,,,,,,,,,0,0,0,none,none,"500,000",none,none,none,none,none,none,none,none,none,none,none
63,63,"990,000 ₪",דרך אלנבי 74,"דירה, המושבה הגרמנית, חיפה",3,70,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
01/08/2023",0,0,0,none,"410,000","560,000",none,"650,000","550,000",none,none,none,"788,800",none,none,none,none
64,64,"700,000 ₪",הגיבורים,"דירה, חיפה",1,72,"מרפסות
1","קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,275000,"250,000",412500,484500,420000,none,none,none,"710,000",none,780000,none,none
65,65,"785,000 ₪",הגיבורים,"דירה, חליסה, חיפה",2,75,,,,,,,,,,,,,,,,0,0,0,none,275000,"250,000",412500,484500,420000,none,none,none,"710,000",none,780000,none,none
66,66,"1,265,000 ₪",הגליל,"דירה, נווה שאנן, חיפה",1,65,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
67,67,לא צוין מחיר,הגליל,"דירה, נווה שאנן, חיפה",2,65,none,"קומות בבנין
2","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
68,68,"1,140,000 ₪",הגליל,"דירה, נווה שאנן, חיפה",3,20,"מרפסות
1","קומות בבנין
3","חניות
1",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
69,69,"1,350,000 ₪",הגליל 67,"דירה, נווה שאנן, חיפה",2,65,none,"קומות בבנין
2","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
01/06/2024",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
70,70,"1,550,000 ₪",הגנים,"דירה, המושבה הגרמנית, חיפה",4,66,"מרפסות
1","קומות בבנין
6","חניות
1",1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"מצב הנכס
חדש מקבלן","תאריך כניסה
31/12/2025",0,0,0,none,none,none,none,"690,000",none,none,none,"1,275,575",none,none,900000,1869500,none
71,71,"1,650,000 ₪",הגנים,"דירה, המושבה הגרמנית, חיפה",5,65,"מרפסות
1","קומות בבנין
6","חניות
ללא",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,"690,000",none,none,none,"1,275,575",none,none,900000,1869500,none
72,72,לא צוין מחיר,הגנים 14,"דירה, המושבה הגרמנית, חיפה",4,54,none,"קומות בבנין
7","חניות
1",1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,"690,000",none,none,none,"1,275,575",none,none,900000,1869500,none
73,73,"1,640,000 ₪",הגנים 14,"דירה, המושבה הגרמנית, חיפה",5,62,"מרפסות
1","קומות בבנין
5","חניות
1",1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,"690,000",none,none,none,"1,275,575",none,none,900000,1869500,none
74,74,"1,700,000 ₪",הגנים 14,"דירה, המושבה הגרמנית, חיפה",5,60,,,,,,,,,,,,,,,,0,0,0,none,none,none,none,"690,000",none,none,none,"1,275,575",none,none,900000,1869500,none
75,75,"1,050,000 ₪",הגפן,"דירה, חיפה",4,70,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
76,76,"1,690,000 ₪",החיל,"דירה, בת גלים, חיפה",5,75,"מרפסות
1","קומות בבנין
7","חניות
ללא",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,"540,000",466250,480000,"775,777",896000,"630,000",none,none,none,none,none,1250000,880000,none
77,77,"740,000 ₪",החלוץ 3,"דירה, הדר מרכז, חיפה",2,70,"מרפסות
2","קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,"210,000",none,none,none,none,"377,000",none,none,none,"430,000",none,none,none,none
78,78,"1,400,000 ₪",החשמונאים,"דירה, הדר עליון, חיפה",1,70,none,"קומות בבנין
2","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0,0,"500,000","885,000",none,none,816966,none,none,956000,950000,1323500,none,1005000,1285000,none
79,79,"1,450,000 ₪",החשמונאים,"דירה, הדר עליון, חיפה",1,80,none,"קומות בבנין
2","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",1,0,0,"500,000","885,000",none,none,816966,none,none,956000,950000,1323500,none,1005000,1285000,none
80,80,"1,400,000 ₪",החשמונאים 1,"דירה, כרמל מרכזי - שד' קיש, חיפה",2,67,none,"קומות בבנין
2","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",1,0,0,none,none,none,none,none,none,none,none,none,none,none,none,1310000,none
81,81,"1,070,000 ₪",החשמל,"דירה, נווה פז, חיפה",4,60,none,"קומות בבנין
4","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,271666,296222,366000,387857,434434,432909,527375,565000,642500,592500,696000,616410,775249,465000
82,82,"969,180 ₪",החשמל 11,"דירה, נווה פז, חיפה",3,44,none,"קומות בבנין
4","חניות
1",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0,0,"250,000",none,327500,"430,000",none,none,none,none,none,"575,000",none,none,725000,none
83,83,"1,475,000 ₪",הים דרך,"דירה, כרמל מערבי, חיפה",2,60,"מרפסות
1","קומות בבנין
3","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,755666,952785,966666,935000,1343823,1386428,1200000,"1,060,000","2,885,000",1206000,1178638,1268062,1343823,none
84,84,"1,520,000 ₪",הים דרך,"דירה, חיפה",2,100,none,"קומות בבנין
2","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",1,0,0,755666,952785,966666,935000,1343823,1386428,1200000,"1,060,000","2,885,000",1206000,1178638,1268062,1343823,none
85,85,"1,770,000 ₪",הים דרך,"דירה, חיפה",1,98,"מרפסות
1","קומות בבנין
2","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
24/07/2024",0,0,0,755666,952785,966666,935000,1343823,1386428,1200000,"1,060,000","2,885,000",1206000,1178638,1268062,1343823,none
86,86,"730,000 ₪",הירדן,"דירה, חיפה",2,65,,,,,,,,,,,,,,,,0,0,0,238093,317666,271475,452500,"480,000",504166,"450,000","460,000","495,000",565000,none,602500,722857,none
