,Unnamed: 0,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka,construction_evacuation,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
23,23,"785,000 ₪",אילה,"דירה, שכונה ה', באר שבע",3,75,none,"קומות בבנין
4","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
01/08/2023",0,0,0,423392,405000,"330,000",465000,531000,"550,000",567500,"655,000",none,"740,000",none,none,none,none
24,24,לא צוין מחיר,אלפסי,"דירה, שכונה י""א, באר שבע",2,73,none,"קומות בבנין
4","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,305694,384207,387666,406984,482786,534181,"615,000",596277,615000,608333,599555,612250,670250,640000
25,25,לא צוין מחיר,אלפסי 20,"דירה, שכונה י""א, באר שבע",2,64,none,"קומות בבנין
4","חניות
1",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,320333,none,none,none,none,none,none,none,none,none,none,630000,none,none
26,26,"730,000 ₪",אלפסי 3,"דירה, שכונה י""א, באר שבע",2,60,none,"קומות בבנין
4","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,417333,"485,000","600,000",none,none,"610,000",590000,none,none,656000,none
27,27,"700,000 ₪",אלפסי 5,"דירה, שכונה י""א, באר שבע",1,60,none,"קומות בבנין
4","חניות
1",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,286000,"260,000",none,none,none,none,none,none,none,590000,563333,none,665000,none
28,28,"3,000,000 ₪",ארלוזורוב 21,"דירה, שכונה ג', באר שבע",2,94,"מרפסות
2","קומות בבנין
2","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,none,none,"750,000",none,none,none,none,none,none,none,none,none,none,none
29,29,"839,000 ₪",ארניה אוסולדו,"דירה, שכונה ד', באר שבע",2,60,none,"קומות בבנין
4","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,475500,495000,544166,655000,639166,"780,000",none,none,"247,731","745,000",none,none,none
30,30,"850,000 ₪",ארניה אוסולדו,"דירה, שכונה ד', באר שבע",3,56,none,"קומות בבנין
3","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,475500,495000,544166,655000,639166,"780,000",none,none,"247,731","745,000",none,none,none
31,31,"830,000 ₪",ארניה אוסולדו 13,"דירה, באר שבע",2,64,none,"קומות בבנין
4","חניות
1",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,475500,495000,544166,655000,639166,"780,000",none,none,"247,731","745,000",none,none,none
32,32,"980,000 ₪",ארניה אוסולדו 14,"דירה, שכונה ד', באר שבע",1,58,none,"קומות בבנין
3","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,"725,000",none,none,none,none,none,none,none,none
33,33,"935,000 ₪",ארניה אוסולדו 19,"דירה, שכונה ד', באר שבע",1,60,none,"קומות בבנין
4","חניות
ללא",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,"780,000",none,none,none,none,none,none,none
34,34,"865,000 ₪",ארניה אוסולדו 26,"דירה, שכונה ד', באר שבע",1,58,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,"247,731",none,none,none,none
35,35,"1,375,000 ₪",אשכולית,"דירה, רמות הרכס, באר שבע",3,114,"מרפסות
1","קומות בבנין
5","חניות
1",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,1455000,none,1290000
36,36,"1,500,000 ₪",אשכולית 52,"דירה, רמות הרכס, באר שבע",4,92,"מרפסות
1","קומות בבנין
5","חניות
1",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,1455000,none,1290000
37,37,"740,000 ₪",בורלא,"דירה, שכונה ה', באר שבע",1,70,,,,,,,,,,,,,,,,0,0,0,325000,340000,342500,425333,none,481372,596250,none,none,715000,600000,none,none,none
38,38,"860,000 ₪",בזל,"דירה, שכונה א', באר שבע",2,55,"מרפסות
1","קומות בבנין
17","חניות
1",1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
39,39,"1,380,000 ₪",בזל,"דירה, שכונה א', באר שבע",2,200,"מרפסות
1","קומות בבנין
2","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
40,40,"850,000 ₪",בזל,"דירה, שכונה א', באר שבע",8,50,"מרפסות
1","קומות בבנין
17","חניות
ללא",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
41,41,"800,000 ₪",בזל 29,"דירה, שכונה א', באר שבע",14,63,"מרפסות
1","קומות בבנין
15","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
42,42,"720,000 ₪",בזל 29,"דירה, שכונה א', באר שבע",15,68,"מרפסות
1","קומות בבנין
17","חניות
ללא",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
43,43,"790,000 ₪",בזל 29,"דירה, שכונה א', באר שבע",10,68,"מרפסות
2","קומות בבנין
15","חניות
ללא",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
44,44,"795,000 ₪",בלפור 31,"דירה, שכונה א', באר שבע",4,56,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,"350,000",416666,"408,000","450,000",537500,none,none,"575,000",none,610000,none,800000,695000,none
45,45,"720,000 ₪",בני אור,"דירה, באר שבע",2,76,none,"קומות בבנין
4","חניות
1",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,338825,406490,348600,436613,465866,528333,603341,644000,660527,653775,619500,608343,741458,885000
46,46,"720,000 ₪",בני אור,"דירה, באר שבע",2,76,,,,,,,,,,,,,,,,0,0,0,338825,406490,348600,436613,465866,528333,603341,644000,660527,653775,619500,608343,741458,885000
47,47,"899,000 ₪",בני אור,"דירה, שכונה ב', באר שבע",2,76,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,338825,406490,348600,436613,465866,528333,603341,644000,660527,653775,619500,608343,741458,885000
48,48,לא צוין מחיר,ברנפלד,"דירה, שכונה ד', באר שבע",2,60,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,"420,000",none,none,none,none,"600,000",none,none,712500,"700,000",none,none,none,none
49,49,"760,000 ₪",ברנר,"דירה, שכונה א', באר שבע",3,80,none,"קומות בבנין
4","חניות
1",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
50,50,"850,000 ₪",ברש אשר,"דירה, נווה זאב, נאות אילן, באר שבע",1,82,none,"קומות בבנין
7","חניות
1",1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,478333,537500,502777,580000,594166,685000,775000,800000,807500,526166,857500,786062,850000,none
51,51,"750,000 ₪",גאולים,"דירה, שכונה ג', באר שבע",1,71,none,"קומות בבנין
2","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
52,52,"1,850,000 ₪",גולומב,"דירה, שכונה ג', באר שבע",1,70,"מרפסות
2","קומות בבנין
1","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,375000,none,"550,000",569161,715265,"590,000",1070000,none,none,none,1141500,none,926250,none
53,53,"829,000 ₪",גורדון 4,"דירה, שכונה א', באר שבע",1,70,none,"קומות בבנין
4","חניות
1",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,"750,000",none,none,none,"650,000",none,none
54,54,"860,000 ₪",גלבוע,"דירה, שכונה ה', באר שבע",2,82,none,"קומות בבנין
8","חניות
1",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,"310,000","380,000","470,000",497333,567500,546000,723333,"670,000","790,000","675,000",697500,none,none,none
55,55,"870,000 ₪",גלבוע,"דירה, שכונה ה', באר שבע",2,82,none,"קומות בבנין
7","חניות
ללא",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,"310,000","380,000","470,000",497333,567500,546000,723333,"670,000","790,000","675,000",697500,none,none,none
56,56,"679,000 ₪",גמל,"דירה, שכונה ה', באר שבע",3,70,none,"קומות בבנין
3","חניות
1",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,316751,381103,374375,388333,410000,502500,"600,000",590000,618750,562500,637695,583095,688333,732500
57,57,"660,000 ₪",גמל,"דירה, שכונה ה', באר שבע",3,76,none,"קומות בבנין
3","חניות
1",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0,0,316751,381103,374375,388333,410000,502500,"600,000",590000,618750,562500,637695,583095,688333,732500
58,58,לא צוין מחיר,גמל,"דירה, שכונה ה', באר שבע",2,64,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,316751,381103,374375,388333,410000,502500,"600,000",590000,618750,562500,637695,583095,688333,732500
59,59,"650,000 ₪",גמל,"דירה, שכונה ה', באר שבע",3,70,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,316751,381103,374375,388333,410000,502500,"600,000",590000,618750,562500,637695,583095,688333,732500
60,60,"675,000 ₪",גמל,"דירה, שכונה ה', באר שבע",3,65,none,"קומות בבנין
3","חניות
1",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,316751,381103,374375,388333,410000,502500,"600,000",590000,618750,562500,637695,583095,688333,732500
61,61,"650,000 ₪",גמל,"דירה, שכונה ה', באר שבע",3,65,none,"קומות בבנין
3","חניות
ללא",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,316751,381103,374375,388333,410000,502500,"600,000",590000,618750,562500,637695,583095,688333,732500
62,62,"725,000 ₪",גמל,"דירה, שכונה ה', באר שבע",3,64,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
01/08/2023",0,0,0,316751,381103,374375,388333,410000,502500,"600,000",590000,618750,562500,637695,583095,688333,732500
63,63,"699,000 ₪",גמל,"דירה, שכונה ה', באר שבע",3,65,,,,,,,,,,,,,,,,0,0,0,316751,381103,374375,388333,410000,502500,"600,000",590000,618750,562500,637695,583095,688333,732500
64,64,"699,000 ₪",גמל 15,"דירה, שכונה ה', באר שבע",3,54,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,"285,000",none,"450,000","340,000",none,none,"600,000",none,645000,550000,628333,559285,688333,732500
65,65,"670,000 ₪",גמל 7,"דירה, שכונה ה', באר שבע",3,78,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,"320,000",none,none,none,none,none,none,"590,000","645,000",none,none,none,none,none
66,66,"730,000 ₪",גמל 9,"דירה, שכונה ה', באר שבע",3,65,none,"קומות בבנין
3","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,"335,345",none,none,"385,000","435,000",none,none,"590,000","585,000",none,none,"595,000",none,none
67,67,"920,000 ₪",דוד אלעזר,"דירה, שכונה ו', באר שבע",5,75,"מרפסות
1","קומות בבנין
10","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,483500,598333,595833,639000,743500,888333,"855,000",none,"780,000",870000,789821,886666,950000,none
68,68,"1,090,000 ₪",דוד אלעזר,"דירה, באר שבע",2,100,"מרפסות
1","קומות בבנין
8","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,483500,598333,595833,639000,743500,888333,"855,000",none,"780,000",870000,789821,886666,950000,none
69,69,"990,000 ₪",דוד אלעזר,"דירה, שכונה ו', באר שבע",6,85,"מרפסות
1","קומות בבנין
8","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,483500,598333,595833,639000,743500,888333,"855,000",none,"780,000",870000,789821,886666,950000,none
70,70,"1,200,000 ₪",האוזנר גדעון,"דירה, באר שבע",2,85,"מרפסות
1","קומות בבנין
4","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,"650,000","662,000","750,000",none,1021666,"1,060,000",1226100,1093750,1150333,1245543,1268958,1090000,1430000,none
71,71,"730,000 ₪",האיסים,"דירה, שכונה ד', באר שבע",2,50,none,"קומות בבנין
2","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,386083,431600,344000,451406,440500,572333,none,569000,487500,546264,547500,688125,597875,720000
72,72,"735,000 ₪",האיסים,"דירה, שכונה ד', באר שבע",3,81,"מרפסות
1","קומות בבנין
3","חניות
1",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,386083,431600,344000,451406,440500,572333,none,569000,487500,546264,547500,688125,597875,720000
73,73,"740,000 ₪",האיסים,"דירה, באר שבע",2,50,none,"קומות בבנין
2","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,386083,431600,344000,451406,440500,572333,none,569000,487500,546264,547500,688125,597875,720000
74,74,"770,000 ₪",האיסים 3,"דירה, באר שבע",2,42,none,"קומות בבנין
2","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,"440,000",400000,none,none,"410,000",none,none,"560,000","480,000",494654,"415,000",none,702500,none
75,75,"649,000 ₪",החידא,"דירה, באר שבע",4,748,none,none,"חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,315700,352562,381000,401755,466314,542250,565000,575000,110225,581166,184500,590750,496600,259200
76,76,"875,000 ₪",החידא,"דירה, שכונה י""א, באר שבע",4,70,none,"קומות בבנין
4","חניות
1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,315700,352562,381000,401755,466314,542250,565000,575000,110225,581166,184500,590750,496600,259200
