,Unnamed: 0,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka,construction_evacuation,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
28,28,"2,190,000 ₪",הזורעים,"דירה, קרית גנים, ראשון לציון",3,72,none,"קומות בבנין
3","חניות
1",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,"1,075,000",none,1070000,"1,355,000","1,295,000","1,400,000",none,none,none,none,none,2500000,none
29,29,"2,450,000 ₪",החליל 5,"דירה, נאות אשלים, ראשון לציון",2,68,"מרפסות
2","קומות בבנין
3","חניות
1",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,1350000,none,2300000,none
30,30,"2,300,000 ₪",החליל 8,"דירה, נאות אשלים, ראשון לציון",1,82,"מרפסות
2","קומות בבנין
2","חניות
1",1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
01/10/2023",0,0,0,1042500,"1,220,000",1204000,1167000,1307900,1417500,"1,400,000",none,1720000,1681250,1567000,1863666,2259375,1700000
31,31,"2,300,000 ₪",החלמונית 12,"דירה, קרית ראשון, ראשון לציון",4,83,none,"קומות בבנין
6","חניות
1",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
32,32,"2,440,000 ₪",היובל,"דירה, נחלת יהודה, ראשון לציון",1,72,,,,,,,,,,,,,,,,0,0,0,none,none,none,none,none,none,none,none,none,"1,790,000",1291631,none,none,none
33,33,לא צוין מחיר,היובל,"דירה, נחלת יהודה, ראשון לציון",13,89,"מרפסות
1","קומות בבנין
18","חניות
1",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,"1,790,000",1291631,none,none,none
34,34,"2,630,000 ₪",היובל 3,"דירה, נחלת יהודה, ראשון לציון",12,84,"מרפסות
1","קומות בבנין
18","חניות
1",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,"מצב הנכס
חדש","תאריך כניסה
01/01/2024",0,0,0,none,none,none,none,none,none,none,none,none,"1,790,000",none,none,none,none
35,35,"2,590,000 ₪",היובל 3,"דירה, נחלת יהודה, ראשון לציון",3,89,,,,,,,,,,,,,,,,0,0,0,none,none,none,none,none,none,none,none,none,"1,790,000",none,none,none,none
36,36,"2,600,000 ₪",היובל 3,"דירה, נחלת יהודה, ראשון לציון",6,87,"מרפסות
1","קומות בבנין
18","חניות
1",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,"1,790,000",none,none,none,none
37,37,"1,920,000 ₪",הירקון 6,"דירה, רמז, מערב ותיק, ראשון לציון",7,63,none,"קומות בבנין
8","חניות
1",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
01/02/2024",0,0,0,792500,"900,000",914782,none,none,"1,160,000",1242500,"1,350,000",none,1416000,none,1562500,1358750,none
38,38,"2,200,000 ₪",המפוחית,"דירה, נאות אשלים, ראשון לציון",1,75,"מרפסות
1","קומות בבנין
6","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,1115000,1209000,1189800,"1,300,000",1310000,1445000,"1,560,000",none,1566666,1696000,1551000,1927500,2375000,none
39,39,לא צוין מחיר,הנגיד,"דירה, נאות שקמה, ראשון לציון",2,72,none,"קומות בבנין
11","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,1146971,1275000,1217666,1161267,1319250,1352000,"1,590,000",none,1311286,none,none,1730833,1813000,none
40,40,"1,760,000 ₪",הנחשול,"דירה, ראשון לציון",2,80,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,1388592,1395477,1279593,1385000,none,1420000,none,none,1350000,1837500,1450333,2097500,2230000,none
41,41,לא צוין מחיר,הנרקיס 24,"דירה, קרית ראשון, ראשון לציון",6,65,"מרפסות
1","קומות בבנין
8","חניות
ללא",1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
42,42,"2,400,000 ₪",הסיתונית 23,"דירה, קרית ראשון, ראשון לציון",7,77,"מרפסות
1","קומות בבנין
8","חניות
ללא",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
01/09/2023",0,0,0,none,none,none,none,none,none,none,none,"1,350,000",none,"1,611,000",none,none,none
43,43,"2,490,000 ₪",העוגב 6,"דירה, נאות אשלים, ראשון לציון",3,90,"מרפסות
1","קומות בבנין
5","חניות
1",1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,"1,150,000",none,none,none,none,"1,350,000",none,none,"1,700,000",none,none,none,none,none
44,44,לא צוין מחיר,העם אחד 2,"דירה, רמב""ם, ראשון לציון",3,85,none,"קומות בבנין
5","חניות
1",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,700000,849616,855000,1070000,1022500,966065,"1,247,000",1151194,"1,350,000",none,1100120,1326875,1500000,none
45,45,"2,140,000 ₪",הערבה בית,"דירה, קרית גנים, ראשון לציון",3,70,"מרפסות
1","קומות בבנין
3","חניות
1",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,1075000,1150000,"1,165,000",1180000,"1,325,000","1,280,000",1450000,1501500,1556666,none,1500000,1636666,none,none
46,46,"2,460,000 ₪",הפסנתר,"דירה, נאות אשלים, ראשון לציון",1,71,"מרפסות
1","קומות בבנין
7","חניות
1",1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,1100000,1182500,1095000,"1,260,000",1322500,1475000,none,none,none,none,1735000,1982500,none,none
47,47,"2,080,000 ₪",הפרג,"דירה, קרית ראשון, ראשון לציון",1,74,none,"קומות בבנין
3","חניות
1",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
48,48,"1,830,000 ₪",הפרג 1,"דירה, קרית ראשון, ראשון לציון",3,75,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
49,49,"55,555 ₪",הצופים,"דירה, נעורים, ראשון לציון",3,97,"מרפסות
2","קומות בבנין
9","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,1093125,1163050,1189166,1352916,1279316,1475500,"1,700,000",1745000,1745000,1768000,1765190,1777750,2144375,2470000
50,50,"2,290,000 ₪",הצופים,"דירה, ראשון לציון",2,74,"מרפסות
1","קומות בבנין
8","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,1093125,1163050,1189166,1352916,1279316,1475500,"1,700,000",1745000,1745000,1768000,1765190,1777750,2144375,2470000
51,51,"2,470,000 ₪",הצופים,"דירה, נעורים, ראשון לציון",9,91,"מרפסות
1","קומות בבנין
9","חניות
2",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
01/08/2023",0,0,0,1093125,1163050,1189166,1352916,1279316,1475500,"1,700,000",1745000,1745000,1768000,1765190,1777750,2144375,2470000
52,52,"2,320,000 ₪",הצופים,"דירה, נעורים, ראשון לציון",8,92,"מרפסות
2","קומות בבנין
9","חניות
2",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,1093125,1163050,1189166,1352916,1279316,1475500,"1,700,000",1745000,1745000,1768000,1765190,1777750,2144375,2470000
53,53,"2,350,000 ₪",הצופים 5,"דירה, נעורים, ראשון לציון",2,61,"מרפסות
1","קומות בבנין
8","חניות
2",1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,"1,050,000",none,none,"900,900",none,none,none,none,none,none,1735000,none,none
54,54,"2,460,000 ₪",הקוקיה,"דירה, ראשון לציון",4,74,"מרפסות
1","קומות בבנין
13","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,"1,090,000",none,none,none,none,1615000,none,1713333,2050000,2100000
55,55,"2,190,000 ₪",הקלרנית,"דירה, נאות אשלים, ראשון לציון",1,78,"מרפסות
1","קומות בבנין
7","חניות
1",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
01/04/2024",0,0,0,none,none,none,none,none,none,none,none,none,1650000,none,950000,2196666,none
56,56,"2,270,000 ₪",הקלרנית,"דירה, נאות אשלים, ראשון לציון",3,76,"מרפסות
1","קומות בבנין
7","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,1650000,none,950000,2196666,none
57,57,לא צוין מחיר,הרב גורן,"דירה, נאות שקמה, ראשון לציון",1,75,"מרפסות
1","קומות בבנין
12","חניות
1",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,1212500,1247083,1161250,1260000,1326750,none,none,none,none,none,1845000,none,2170000,1527500
58,58,"2,300,000 ₪",הרשבא,"דירה, נאות שקמה, ראשון לציון",1,77,"מרפסות
1","קומות בבנין
8","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,1141000,1237500,1207400,1212500,1308333,"1,370,000","1,600,000","1,690,000",none,1685000,1561300,1907500,2139000,none
59,59,לא צוין מחיר,התזמורת,"דירה, נאות אשלים, ראשון לציון",1,73,"מרפסות
1","קומות בבנין
11","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,1181339,1254000,1260000,1220937,1337500,1342500,1596666,1740000,1697500,1761666,1829000,1832142,2002250,2222500
60,60,"1,900,000 ₪",ולפסון דוד,"דירה, רמז, מערב ותיק, ראשון לציון",2,80,"מרפסות
1","קומות בבנין
5","חניות
ללא",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,1391666,"1,570,000",none,none,none
61,61,"1,790,000 ₪",זבוטינסקי,"דירה, אברמוביץ', ראשון לציון",3,79,"מרפסות
3","קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,746875,911055,924919,949984,998400,1109274,1272318,1316000,1515181,1465500,1355677,1457187,1714250,none
62,62,"2,000,000 ₪",זבוטינסקי,"דירה, ראשון לציון",7,85,none,"קומות בבנין
8","חניות
ללא",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,746875,911055,924919,949984,998400,1109274,1272318,1316000,1515181,1465500,1355677,1457187,1714250,none
63,63,"2,530,000 ₪",זדל 5,"דירה, רמב""ם, ראשון לציון",2,105,"מרפסות
1","קומות בבנין
6","חניות
1",1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
64,64,"1,890,000 ₪",חזון איש,"דירה, ראשון לציון",1,65,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,515900,960000,886666,1060000,1034024,1062500,1165333,none,1230000,"1,525,000",1412000,1407916,1623750,none
65,65,"1,640,000 ₪",חזון איש,"דירה, ראשון לציון",2,72,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,515900,960000,886666,1060000,1034024,1062500,1165333,none,1230000,"1,525,000",1412000,1407916,1623750,none
66,66,"2,150,000 ₪",חיל החימוש,"דירה, נווה חוף, ראשון לציון",2,80,none,"קומות בבנין
7","חניות
1",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,"1,004,012",none,none,"1,140,000","1,365,000",none,none,"1,435,000",none,none,none,none,none
67,67,"2,190,000 ₪",חיל החימוש 1,"דירה, נווה חוף, ראשון לציון",1,80,none,"קומות בבנין
7","חניות
1",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,"1,004,012",none,none,"1,140,000","1,365,000",none,none,"1,435,000",none,none,none,none,none
68,68,"2,550,000 ₪",חניתה,"דירה, קרית גנים, ראשון לציון",3,85,"מרפסות
1","קומות בבנין
3","חניות
1",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0,0,"1,015,000",none,none,none,1152500,none,none,none,none,1520000,none,none,none,none
69,69,"2,520,000 ₪",חפר חים,"דירה, הרקפות, ראשון לציון",5,80,none,"קומות בבנין
27","חניות
1",1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,990938,"1,000,093",none,none,none
70,70,"1,800,000 ₪",טרומפלדור 16,"דירה, אברמוביץ', ראשון לציון",4,63,none,"קומות בבנין
4","חניות
1",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,1,none,"940,000",none,none,"1,092,500","1,185,000",none,"1,110,000",none,1341250,none,none,none,none
71,71,"1,960,000 ₪",יהודה הלוי,"דירה, רמב""ם, ראשון לציון",6,75,none,"קומות בבנין
7","חניות
1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,690000,820000,762500,1000900,747003,978125,1180833,none,1638285,1503750,1343000,1415562,1412312,2033333
72,72,"1,850,000 ₪",יהודה הלוי 53,"דירה, רמב""ם, ראשון לציון",1,48,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,"640,000","760,000",none,none,none,none,none,none,1300000,none,none,1437500,none
73,73,"2,100,000 ₪",יואל דרובין,"דירה, רמז, מערב ותיק, ראשון לציון",1,76,none,"קומות בבנין
5","חניות
1",1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,946666,970000,1015000,1110000,1082000,"20,803",none,none,1590000,1300000,1501250,1451250,1777500,none
