,Unnamed: 0,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka,construction_evacuation,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
43,43,"1,635,000 ₪",הכלנית 23,"דירה, רובע ח', אשדוד",3,63,none,"קומות בבנין
4","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,1,592500,none,none,"666,666",none,"1,200,000",1140000,1170000,none,862500,none,1242500,none,none
44,44,"1,790,000 ₪",המלך אליקים,"דירה, רובע י""ג, אשדוד",2,86,none,"קומות בבנין
2","חניות
1",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,850000,812500,778750,916000,968333,1232500,1037666,1482500,1297142,1289027,1450000,1335000,1520000,none
45,45,"1,599,000 ₪",המלך אליקים 1,"דירה, רובע י""ג, אשדוד",1,65,"מרפסות
2","קומות בבנין
2","חניות
1",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,930000,none,1300000,none,none,1360000,none,none,none,none,none
46,46,"1,820,000 ₪",המלך אמציה,"דירה, רובע י""ג, אשדוד",3,83,"מרפסות
1","קומות בבנין
8","חניות
ללא",1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,767500,none,870000,885388,921388,1082500,1285000,1270000,1244444,1300000,1367857,1496666,1536400,none
47,47,"1,780,000 ₪",המלך דוד,"דירה, רובע י""ג, אשדוד",1,93,"מרפסות
1","קומות בבנין
3","חניות
1",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,782000,925000,945000,941666,976000,947348,1195000,none,"1,270,000","1,270,000",1349000,1300000,1750000,none
48,48,"1,550,000 ₪",המעפילים,"דירה, רובע ב', אשדוד",2,75,none,"קומות בבנין
4","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,556740,764033,616839,642982,721256,773494,856370,1038368,1052638,1017450,1067384,1182031,1390121,1345000
49,49,"1,650,000 ₪",הנביא דניאל 5,"דירה, רובע י', אשדוד",2,70,none,"קומות בבנין
2","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,857050,"755,000",868333,760000,none,none,1230000,none,none,1310000,1472595,1495000,none,none
50,50,"1,600,000 ₪",הנביאים,"דירה, רובע י', אשדוד",3,85,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
51,51,"1,680,000 ₪",הנביאים,"דירה, אשדוד",3,84,none,"קומות בבנין
3","חניות
ללא",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
52,52,"1,580,000 ₪",הנביאים 24,"דירה, רובע י', אשדוד",3,90,"מרפסות
1","קומות בבנין
4","חניות
1",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
53,53,"1,640,000 ₪",הנביאים 34,"דירה, רובע י', אשדוד",2,85,"מרפסות
1","קומות בבנין
3","חניות
1",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
54,54,"1,590,000 ₪",הנורית,"דירה, רובע ח', אשדוד",5,86,"מרפסות
1","קומות בבנין
7","חניות
ללא",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,846861,813619,1028000,1044166,1050208,1007538,1309866,1435952,1375562,1365244,1508333,1463500,1695000,1950000
55,55,"1,999,000 ₪",הנורית,"דירה, רובע ח', אשדוד",2,111,"מרפסות
1","קומות בבנין
8","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,846861,813619,1028000,1044166,1050208,1007538,1309866,1435952,1375562,1365244,1508333,1463500,1695000,1950000
56,56,"1,590,000 ₪",העם אחד,"דירה, רובע ה', אשדוד",2,71,,,,,,,,,,,,,,,,0,0,0,579347,637834,604750,751187,840000,883000,998944,1078516,1135000,1112916,1185000,1156666,1273345,none
57,57,"1,690,000 ₪",העצמאות,"דירה, רובע הקריה, הסיטי, אשדוד",5,98,"מרפסות
1","קומות בבנין
8","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
58,58,"1,799,000 ₪",העצמאות,"דירה, רובע הקריה, הסיטי, אשדוד",4,105,"מרפסות
1","קומות בבנין
8","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
59,59,"1,720,000 ₪",העצמאות,"דירה, רובע הקריה, הסיטי, אשדוד",5,98,"מרפסות
1","קומות בבנין
9","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
01/07/2024",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
60,60,"1,590,000 ₪",הפלמח,"דירה, רובע ג', אשדוד",2,62,none,"קומות בבנין
4","חניות
ללא",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,583877,624523,682902,774088,682552,823917,853660,893984,1035117,1067428,1027854,1145297,1299655,1655000
61,61,"1,590,000 ₪",הפלמח,"דירה, אשדוד",8,60,none,"קומות בבנין
8","חניות
ללא",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,583877,624523,682902,774088,682552,823917,853660,893984,1035117,1067428,1027854,1145297,1299655,1655000
62,62,"1,935,000 ₪",הפרחים,"דירה, רובע ח', אשדוד",8,140,"מרפסות
2","קומות בבנין
8","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
63,63,"1,750,000 ₪",הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",5,87,"מרפסות
1","קומות בבנין
8","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
64,64,"2,030,000 ₪",הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",8,120,none,"קומות בבנין
9","חניות
1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
65,65,"1,880,000 ₪",הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",6,97,"מרפסות
1","קומות בבנין
9","חניות
1",1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
66,66,"2,050,000 ₪",הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",3,104,"מרפסות
1","קומות בבנין
14","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
67,67,לא צוין מחיר,הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",7,95,"מרפסות
1","קומות בבנין
14","חניות
1",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
68,68,"2,220,000 ₪",הציונות,"דירה, אשדוד",8,129,"מרפסות
1","קומות בבנין
12","חניות
1",1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
69,69,"2,100,000 ₪",הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",7,98,"מרפסות
1","קומות בבנין
9","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
70,70,"2,090,000 ₪",הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",2,92,,,,,,,,,,,,,,,,0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
71,71,"1,770,000 ₪",הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",6,98,"מרפסות
1","קומות בבנין
9","חניות
1",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,"מצב הנכס
משופץ","תאריך כניסה
01/07/2024",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
72,72,"1,900,000 ₪",הציונות,"דירה, רובע הקריה, הסיטי, אשדוד",5,97,"מרפסות
1","קומות בבנין
9","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,954312,1056603,1056540,1190030,1209534,1246732,1606666,1453333,1485750,1517821,1477592,1534812,1872000,1760000
73,73,לא צוין מחיר,הציונות 11,"דירה, רובע הקריה, הסיטי, אשדוד",7,102,"מרפסות
1","קומות בבנין
12","חניות
1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,"925,000",none,none,none,none,none,"1,400,000","1,340,000","1,450,000",1350000,none,none,none
74,74,"1,900,000 ₪",הציונות 45,"דירה, רובע הקריה, הסיטי, אשדוד",12,90,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0,0,0,none,none,917000,1000000,none,none,none,none,1340000,none,1390000,1530000,1765000,1760000
