,Unnamed: 0,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka,construction_evacuation,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
35,35,"1,500,000 ₪",הרב דנגור 8,"דירה, פרדס כץ, בני ברק",קרקע,60,none,"קומות בבנין
4","חניות
1",0,0,0,0,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,none,"895,000","805,000",none,none,none,none,none,none,"1,250,000",none,none,none,none
36,36,"2,400,000 ₪",הרצל,"דירה, פרדס כץ, בני ברק",5,82,"מרפסות
1","קומות בבנין
5","חניות
ללא",1,1,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,881366,876528,1046000,"1,100,000",1100033,1028208,1211800,900000,1268750,1224833,1348000,1421583,1680833,1635000
37,37,"2,200,000 ₪",השלושה 25,"דירה, מרכז העיר, בני ברק",3,73,none,"קומות בבנין
4","חניות
ללא",1,1,1,1,1,1,1,0,1,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0,0,none,1012500,none,none,"1,095,000",none,none,none,"1,660,000",none,none,none,none,none
38,38,לא צוין מחיר,השלושה 5,"דירה, מרכז העיר, בני ברק",5,140,none,"קומות בבנין
8","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,981250,none,"1,238,000","1,095,000",none,none,none,"1,660,000","1,850,000",none,none,none,none
39,39,"1,850,000 ₪",השנים,"דירה, פרדס כץ, בני ברק",4,70,none,"קומות בבנין
6","חניות
ללא",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,"900,000","1,045,000","1,100,000",1125000,1205000,1248500,1479312,1939666,1305000,1338550,2500000,none
40,40,"1,950,000 ₪",השנים 28,"דירה, פרדס כץ, בני ברק",1,70,"מרפסות
1","קומות בבנין
6","חניות
ללא",1,1,1,0,0,0,0,1,1,0,"מצב הנכס
חדש","תאריך כניסה
01/08/2023",0,0,2,none,none,"900,000","1,045,000","1,100,000",1125000,1205000,1248500,1479312,1939666,1305000,1338550,2500000,none
41,41,"1,920,000 ₪",זבוטינסקי זאב דרך,"דירה, הר שלום, בני ברק",4,90,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,"1,060,000","1,200,000","1,550,000","1,500,000","1,405,000",none,none,none
42,42,"1,919,999 ₪",זבוטינסקי זאב דרך,"דירה, הר שלום, בני ברק",4,90,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,"1,060,000","1,200,000","1,550,000","1,500,000","1,405,000",none,none,none
43,43,"1,590,000 ₪",זבוטינסקי זאב דרך 37,"דירה, תל גיבורים, בני ברק",קרקע,50,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,"1,060,000","1,200,000","1,550,000","1,500,000","1,405,000",none,none,none
44,44,"1,890,000 ₪",זבוטינסקי זאב דרך 41,"דירה, תל גיבורים, בני ברק",2,60,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,"1,060,000","1,200,000","1,550,000","1,500,000","1,405,000",none,none,none
45,45,"2,560,000 ₪",זבוטינסקי זאב דרך 97,"דירה, בני ברק",2,85,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,"1,060,000","1,200,000","1,550,000","1,500,000","1,405,000",none,none,none
46,46,"2,300,000 ₪",חברון 13,"דירה, הר שלום, בני ברק",1,70,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,1026250,none,1257167,1285000,1287147,1238333,1540000,1438083,1615000,none,1800000,1668333,1980000,none
47,47,"1,820,000 ₪",טרומפלדור,"דירה, פרדס כץ, בני ברק",2,75,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,870000,none,800000,1045000,1025000,1056600,1173333,1435000,"990,000",1258333,1362500,1231900,1307000,none
48,48,"1,910,000 ₪",ישעיהו הנביא 11,"דירה, הר שלום, בני ברק",1,85,"מרפסות
2","קומות בבנין
1","חניות
ללא",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,"940,000","1,250,000","850,000",1175000,1095013,"1,100,000",none,none,none,none,674533,none,none,none
49,49,"2,100,000 ₪",ישראל חצירא הרב אבו 1,"דירה, פרדס כץ, בני ברק",1,80,"מרפסות
2","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,"1,301,801",none,none,none,none,none,none
50,50,"1,700,000 ₪",ישראל חצירא הרב אבו 35,"דירה, פרדס כץ, בני ברק",4,60,none,"קומות בבנין
4","חניות
1",1,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,"1,301,801",none,none,none,none,none,none
51,51,"2,250,000 ₪",כוכבא בר,"דירה, אזור תעשיה צפון, בני ברק",קרקע,60,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,0,1,0,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,4,none,none,none,"850,000",none,none,none,none,none,none,none,none,none,2000000
52,52,"2,300,000 ₪",מיכה,"דירה, מרכז העיר, בני ברק",2,80,"מרפסות
2","קומות בבנין
3","חניות
1",0,0,1,1,0,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,"1,350,000","1,280,000",none,none,none,none,1600000,none,none,none,2171000,none
53,53,"2,600,000 ₪",מנחם 8,"דירה, הר שלום, בני ברק",3,63,none,"קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,"1,145,000",none,none,none,none,none,none,none,1885000,none
54,54,לא צוין מחיר,מקוצק האדמור 41,"דירה, נווה און, בני ברק",3,80,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,"800,000",none,1599999,none,none,none,none,none,none,none,none
55,55,"1,880,000 ₪",מרדכי אנילביץ,"דירה, הפועל המזרחי א', שיכון א', בני ברק",3,62,none,"קומות בבנין
4","חניות
ללא",1,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
56,56,"1,950,000 ₪",מרכז העיר,"דירה, מרכז העיר, בני ברק",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
57,57,"1,800,000 ₪",נורדאו 36,"דירה, פרדס כץ, בני ברק",3,67,"מרפסות
1","קומות בבנין
3","חניות
ללא",0,0,0,1,0,0,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,1,0,none,"980,000",none,none,none,none,none,none,none,none,none,none,none,none
58,58,"2,050,000 ₪",נורוק הרב,"דירה, קרית הרצוג, בני ברק",3,125,"מרפסות
1","קומות בבנין
3","חניות
ללא",0,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,"900,000","1,300,000",none,"1,330,000",none,none,none
59,59,"1,870,000 ₪",נורוק הרב,"דירה, קרית הרצוג, בני ברק",3,67,none,"קומות בבנין
4","חניות
ללא",0,1,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,"900,000","1,300,000",none,"1,330,000",none,none,none
60,60,"1,750,000 ₪",סומך 6,"דירה, פרדס כץ, בני ברק",1,49,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,none,none,none,none,none,none,none,1190000,none,none,none,1410000,580000,none
61,61,לא צוין מחיר,סופר חשב 9,"דירה, מרכז העיר, בני ברק",1,68,"מרפסות
1","קומות בבנין
3","חניות
1",1,1,1,1,1,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,1,0,"1,000,000",1163333,"1,370,000","1,200,000",none,1135000,1630000,1650000,1653333,none,none,900000,1550000,3000000
62,62,"1,950,000 ₪",סוקולוב 42,"דירה, מרכז העיר, בני ברק",1,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,990573,1201325,1235023,"1,300,000",1488982,1353333,1477000,1558250,1692500,1484800,1665000,1765722,1831666,2050000
63,63,"2,650,000 ₪",פוברסקי הרב 22,"דירה, רמת אהרון, בני ברק",3,90,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,2075000,none,none,none,1612500,1840000,1300000,2970000,none
64,64,"2,750,000 ₪",פוברסקי הרב 6,"דירה, רמת אהרון, בני ברק",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,2075000,none,none,none,1612500,1840000,1300000,2970000,none
65,65,"2,300,000 ₪",פוקס דב אהרון,"דירה, בני ברק",2,80,none,"קומות בבנין
3","חניות
1",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0,0,1062500,1213333,none,1242500,1423333,1422333,1167500,none,1525000,1562500,1620000,1625000,2500000,1866000
66,66,"2,350,000 ₪",פנחס אפשטין 3,"דירה, הר שלום, בני ברק",2,68,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0,0,"1,200,000","1,200,000",none,none,none,1430000,none,none,1500000,none,none,1900000,none,none
67,67,"2,150,000 ₪",פרדס כץ,"דירה, פרדס כץ, בני ברק",2,80,none,"קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
68,68,"2,100,000 ₪",פרדס כץ,"דירה, פרדס כץ, בני ברק",2,80,none,"קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
69,69,"1,800,000 ₪",פרדס כץ,"דירה, פרדס כץ, בני ברק",2,78,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
70,70,"1,950,000 ₪",צבי הרלינג,"דירה, קרית הרצוג, בני ברק",4,67,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,1,1,1,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,760000,none,none,none,none,none,none,"1,824,427",none,none,none,none,none,none
71,71,"1,900,000 ₪",קובלסקי הרב,"דירה, קרית הרצוג, בני ברק",3,67,none,"קומות בבנין
4","חניות
ללא",1,1,1,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,"990,000",none,none,none,none,"1,420,000",none,"52,160",none,none,none
72,72,"2,460,000 ₪",קוק יצחק הרב הכהן אברהם 32,"דירה, הר שלום, בני ברק",3,95,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1,0,none,none,none,none,none,none,none,"1,850,000",none,none,"1,750,000",none,none,none
73,73,"1,790,000 ₪",קרית הרצוג,"דירה, קרית הרצוג, בני ברק",2,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
74,74,"1,900,000 ₪",קרית הרצוג,"דירה, קרית הרצוג, בני ברק",3,62,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",1,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
75,75,"2,380,000 ₪",קרית הרצוג,"דירה, קרית הרצוג, בני ברק",4,110,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
76,76,"2,225,000 ₪",ראט משולם הרב 4,"דירה, יסודות, בני ברק",5,74,none,"קומות בבנין
6","חניות
ללא",1,0,1,1,0,1,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
08/06/2023",0,0,0,"1,120,000",none,935000,none,none,1236497,1157571,1180000,none,1425000,1623000,1770000,1930000,none
77,77,"2,250,000 ₪",רבי עקיבא 47,"דירה, גבעת רוקח, בני ברק",5,74,none,"קומות בבנין
7","חניות
ללא",1,1,1,1,0,1,0,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",1,0,0,none,none,none,none,1431218,1379857,none,none,none,none,none,none,none,none
78,78,"2,170,000 ₪",רינס הרב,"דירה, רמת אהרון, בני ברק",3,73,"מרפסות
1","קומות בבנין
6","חניות
ללא",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
79,79,"2,700,000 ₪",רמת אהרון,"דירה, רמת אהרון, בני ברק",2,90,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none
